refYear,layer,exporter,importer,value_usd
2020,ammonia,ARE,AZE,935.0
2020,ammonia,ARE,CHN,45392937.0
2020,ammonia,ARE,GHA,590.467
2020,ammonia,ARE,IND,12192202.45
2020,ammonia,ARE,MDG,34060.189
2020,ammonia,ARE,MYS,3067.551
2020,ammonia,ARE,NGA,10712.57
2020,ammonia,ARE,SGP,1804048.813
2020,ammonia,ARE,TZA,3723.0
2020,ammonia,ARG,BOL,32621.98
2020,ammonia,ARG,BRA,4551482.0
2020,ammonia,ARG,CHL,1211974.91
2020,ammonia,ARG,PRY,32258.0
2020,ammonia,ARG,URY,6717.54
2020,ammonia,AUS,FJI,31252.021
2020,ammonia,AUS,IDN,2670000.0
2020,ammonia,AUS,JPN,8621816.173
2020,ammonia,AUS,KOR,12970321.0
2020,ammonia,AUS,NZL,230430.033
2020,ammonia,AUS,SGP,410295.389
2020,ammonia,AUS,THA,11737005.17
2020,ammonia,AUT,BEL,4.678
2020,ammonia,AUT,BGR,3521.813
2020,ammonia,AUT,CHE,338171.157
2020,ammonia,AUT,CZE,2395172.0
2020,ammonia,AUT,DEU,1392291.808
2020,ammonia,AUT,EST,4805.89
2020,ammonia,AUT,FRA,2638952.115
2020,ammonia,AUT,HRV,3620.0
2020,ammonia,AUT,HUN,9777.0
2020,ammonia,AUT,LTU,1226.0
2020,ammonia,AUT,LVA,137.122
2020,ammonia,AUT,MNE,363.028
2020,ammonia,AUT,NLD,1492.99
2020,ammonia,AUT,POL,17678.0
2020,ammonia,AUT,ROU,10052.81
2020,ammonia,AUT,RUS,90.51
2020,ammonia,AUT,SRB,2445.0
2020,ammonia,AUT,SVK,98.585
2020,ammonia,AUT,SVN,307986.623
2020,ammonia,AUT,THA,419.079
2020,ammonia,BEL,BDI,26599.658
2020,ammonia,BEL,BFA,3472.663
2020,ammonia,BEL,BGR,443.046
2020,ammonia,BEL,BIH,6.47
2020,ammonia,BEL,BOL,10768.53
2020,ammonia,BEL,BRA,72.0
2020,ammonia,BEL,CAN,32456.461
2020,ammonia,BEL,CHE,4084.1440000000002
2020,ammonia,BEL,CHN,47.0
2020,ammonia,BEL,COD,35545.363
2020,ammonia,BEL,CZE,199162.0
2020,ammonia,BEL,DEU,833730.087
2020,ammonia,BEL,DNK,189579.63199999998
2020,ammonia,BEL,DOM,30027.252999999997
2020,ammonia,BEL,ESP,28091.197
2020,ammonia,BEL,FIN,126.90899999999999
2020,ammonia,BEL,FRA,5860327.675
2020,ammonia,BEL,GBR,58695.202
2020,ammonia,BEL,GHA,52409.95
2020,ammonia,BEL,GRC,182.355
2020,ammonia,BEL,HUN,14455.0
2020,ammonia,BEL,IND,8258.458
2020,ammonia,BEL,IRL,278626.186
2020,ammonia,BEL,ISR,1000.0
2020,ammonia,BEL,ITA,62236.181
2020,ammonia,BEL,LTU,2756.0
2020,ammonia,BEL,LUX,316104.027
2020,ammonia,BEL,LVA,25212.201
2020,ammonia,BEL,MDA,150.0
2020,ammonia,BEL,NGA,412292.101
2020,ammonia,BEL,NLD,2784480.618
2020,ammonia,BEL,NOR,2274980.04
2020,ammonia,BEL,PAK,10625.877
2020,ammonia,BEL,POL,27651.0
2020,ammonia,BEL,PRT,25315.315
2020,ammonia,BEL,ROU,15661.76
2020,ammonia,BEL,SEN,10426.945
2020,ammonia,BEL,SGP,846.683
2020,ammonia,BEL,SRB,29.0
2020,ammonia,BEL,SVN,877.94
2020,ammonia,BEL,SWE,43717.214
2020,ammonia,BEL,TUR,44.0
2020,ammonia,BEL,UKR,3887.78
2020,ammonia,BEL,USA,2848653.0
2020,ammonia,BGD,CHN,7896079.0
2020,ammonia,BGD,IND,5647162.767
2020,ammonia,BGD,JPN,2133292.981
2020,ammonia,BGR,BIH,3461832.91
2020,ammonia,BGR,GRC,1723530.271
2020,ammonia,BGR,MKD,117806.92
2020,ammonia,BGR,MNE,3538.807
2020,ammonia,BGR,NLD,1682.007
2020,ammonia,BGR,POL,68.0
2020,ammonia,BGR,ROU,1423303.88
2020,ammonia,BGR,SRB,9529917.0
2020,ammonia,BGR,TUR,394669.0
2020,ammonia,BHR,CHN,1459672.0
2020,ammonia,BHR,IND,2879240.132
2020,ammonia,BHR,KOR,11098196.0
2020,ammonia,BLR,LTU,2610828.0
2020,ammonia,BLR,LVA,1910.608
2020,ammonia,BLR,POL,948447.0
2020,ammonia,BLR,RUS,2407.92
2020,ammonia,BLR,UKR,610598.14
2020,ammonia,BRA,AGO,98.161
2020,ammonia,BRA,BOL,4422.27
2020,ammonia,BRA,CAN,2424.296
2020,ammonia,BRA,FRA,1629.207
2020,ammonia,BRA,PRY,197360.0
2020,ammonia,BRA,URY,382639.7
2020,ammonia,BRA,USA,2604.0
2020,ammonia,BWA,ZWE,580.755
2020,ammonia,CAN,AUS,3722.3550000000005
2020,ammonia,CAN,CHE,1155.1789999999999
2020,ammonia,CAN,CHN,8567.0
2020,ammonia,CAN,DEU,4293.276
2020,ammonia,CAN,DOM,260.682
2020,ammonia,CAN,FIN,1806.2610000000002
2020,ammonia,CAN,FRA,2140.275
2020,ammonia,CAN,IRL,1476.989
2020,ammonia,CAN,ISL,3280.7690000000002
2020,ammonia,CAN,KOR,8514127.0
2020,ammonia,CAN,NLD,9333.617
2020,ammonia,CAN,NOR,103.032
2020,ammonia,CAN,NZL,241.13400000000001
2020,ammonia,CAN,POL,54.0
2020,ammonia,CAN,RUS,137.43
2020,ammonia,CAN,RWA,16208.920000000002
2020,ammonia,CAN,TUR,449.0
2020,ammonia,CAN,USA,386157861.0
2020,ammonia,CHE,AGO,34.195
2020,ammonia,CHE,ARG,101.17
2020,ammonia,CHE,CAN,882.6709999999999
2020,ammonia,CHE,CHN,885.0
2020,ammonia,CHE,COL,164.53
2020,ammonia,CHE,CZE,5144.0
2020,ammonia,CHE,DEU,334803.784
2020,ammonia,CHE,ESP,188.668
2020,ammonia,CHE,FIN,290.401
2020,ammonia,CHE,FRA,1339768.6269999999
2020,ammonia,CHE,IDN,469.0
2020,ammonia,CHE,IRL,407.847
2020,ammonia,CHE,ITA,186473.369
2020,ammonia,CHE,KOR,856.0
2020,ammonia,CHE,NLD,27473.398
2020,ammonia,CHE,NOR,305.573
2020,ammonia,CHE,NZL,1547.426
2020,ammonia,CHE,RUS,112.62
2020,ammonia,CHE,SGP,183427.60400000002
2020,ammonia,CHE,TUR,138.0
2020,ammonia,CHE,USA,11871.0
2020,ammonia,CHE,UZB,321.0
2020,ammonia,CHE,ZAF,154.547
2020,ammonia,CHL,BOL,120488.05
2020,ammonia,CHL,PER,105134.94
2020,ammonia,CHL,PRY,3176.0
2020,ammonia,CHN,CAN,127.956
2020,ammonia,CHN,CHE,14.214
2020,ammonia,CHN,COD,27247.031
2020,ammonia,CHN,EGY,5748.592
2020,ammonia,CHN,FRA,17350.171
2020,ammonia,CHN,GBR,2096.394
2020,ammonia,CHN,GRC,92011.48999999999
2020,ammonia,CHN,HKG,161615.549
2020,ammonia,CHN,IDN,56960.0
2020,ammonia,CHN,IND,119359.332
2020,ammonia,CHN,ISR,6000.0
2020,ammonia,CHN,KHM,53459.87
2020,ammonia,CHN,KOR,112434.0
2020,ammonia,CHN,LAO,111.44
2020,ammonia,CHN,MNG,7356.200000000001
2020,ammonia,CHN,MOZ,19879.168999999998
2020,ammonia,CHN,MRT,117185.722
2020,ammonia,CHN,MWI,189.087
2020,ammonia,CHN,MYS,953980.943
2020,ammonia,CHN,NGA,1477033.253
2020,ammonia,CHN,NIC,20949.23
2020,ammonia,CHN,PAK,137814.005
2020,ammonia,CHN,PHL,171181.0
2020,ammonia,CHN,PYF,155.50900000000001
2020,ammonia,CHN,QAT,55503.027
2020,ammonia,CHN,RWA,1623.46
2020,ammonia,CHN,THA,828596.941
2020,ammonia,CHN,TUR,37538.0
2020,ammonia,CHN,USA,59750.0
2020,ammonia,CHN,UZB,900.0
2020,ammonia,CHN,VNM,2239035.463
2020,ammonia,CHN,ZAF,49521.088
2020,ammonia,COL,DOM,65228.78
2020,ammonia,COL,ECU,298237.23
2020,ammonia,COL,PER,94794.56
2020,ammonia,CUW,BRB,489.0
2020,ammonia,CYP,NLD,1216.829
2020,ammonia,CZE,BEL,11.516
2020,ammonia,CZE,BIH,832.97
2020,ammonia,CZE,CHE,6803.848
2020,ammonia,CZE,DEU,2573303.755
2020,ammonia,CZE,EST,4156.5
2020,ammonia,CZE,FRA,3795.141
2020,ammonia,CZE,GBR,5.188
2020,ammonia,CZE,GEO,178.9
2020,ammonia,CZE,GRC,37839.339
2020,ammonia,CZE,HRV,1420101.0
2020,ammonia,CZE,HUN,9125.0
2020,ammonia,CZE,ITA,324319.56200000003
2020,ammonia,CZE,NLD,75450.885
2020,ammonia,CZE,POL,1131932.0
2020,ammonia,CZE,ROU,1528.31
2020,ammonia,CZE,RUS,440.53000000000003
2020,ammonia,CZE,SRB,501.0
2020,ammonia,CZE,SVK,739269.481
2020,ammonia,CZE,SVN,148410.794
2020,ammonia,DEU,ARG,4346.3099999999995
2020,ammonia,DEU,ARM,19197.51
2020,ammonia,DEU,AUS,15614.689999999999
2020,ammonia,DEU,AZE,521.3000000000001
2020,ammonia,DEU,BEL,15281201.631000001
2020,ammonia,DEU,BGR,8099.880999999999
2020,ammonia,DEU,BIH,973.9300000000001
2020,ammonia,DEU,BLR,400.0
2020,ammonia,DEU,BMU,30.12
2020,ammonia,DEU,BRA,34209.0
2020,ammonia,DEU,BRN,367.443
2020,ammonia,DEU,BWA,57.546
2020,ammonia,DEU,CAN,13890.51
2020,ammonia,DEU,CHE,1537543.56
2020,ammonia,DEU,CHL,40462.41
2020,ammonia,DEU,CHN,42472.0
2020,ammonia,DEU,COL,9678.18
2020,ammonia,DEU,CYP,1358.105
2020,ammonia,DEU,CZE,17443116.0
2020,ammonia,DEU,DNK,4549807.47
2020,ammonia,DEU,DOM,8796.311
2020,ammonia,DEU,ECU,8088.051
2020,ammonia,DEU,EGY,2655.948
2020,ammonia,DEU,ESP,22589.268
2020,ammonia,DEU,EST,593.54
2020,ammonia,DEU,FIN,288842.61
2020,ammonia,DEU,FRA,21468862.137
2020,ammonia,DEU,GBR,128256.065
2020,ammonia,DEU,GEO,308.37
2020,ammonia,DEU,GRC,10291.897
2020,ammonia,DEU,GTM,501.0
2020,ammonia,DEU,HRV,13410.0
2020,ammonia,DEU,HUN,41675.0
2020,ammonia,DEU,IDN,101279.0
2020,ammonia,DEU,IND,122790.781
2020,ammonia,DEU,IRL,71483.801
2020,ammonia,DEU,ISL,124101.987
2020,ammonia,DEU,ISR,270000.0
2020,ammonia,DEU,ITA,376081.865
2020,ammonia,DEU,JPN,7400.396
2020,ammonia,DEU,KAZ,438.26
2020,ammonia,DEU,KOR,61294.0
2020,ammonia,DEU,LTU,7920.0
2020,ammonia,DEU,LUX,31541.845
2020,ammonia,DEU,LVA,29068.148
2020,ammonia,DEU,MAR,4370.002
2020,ammonia,DEU,MDA,20.0
2020,ammonia,DEU,MEX,4263.0
2020,ammonia,DEU,MKD,650.99
2020,ammonia,DEU,MLT,171.65
2020,ammonia,DEU,MNE,2235.3399999999997
2020,ammonia,DEU,MUS,171.14
2020,ammonia,DEU,MYS,51414.225
2020,ammonia,DEU,NLD,10628923.492
2020,ammonia,DEU,NOR,10728950.631
2020,ammonia,DEU,NZL,5820.2210000000005
2020,ammonia,DEU,PAK,12587.64
2020,ammonia,DEU,PER,4572.98
2020,ammonia,DEU,PHL,15640.0
2020,ammonia,DEU,POL,35271.0
2020,ammonia,DEU,PRT,12244.427
2020,ammonia,DEU,PRY,932.0
2020,ammonia,DEU,ROU,41126.7
2020,ammonia,DEU,RUS,87661.62
2020,ammonia,DEU,SAU,28243.999
2020,ammonia,DEU,SGP,49254.032999999996
2020,ammonia,DEU,SLV,1067.42
2020,ammonia,DEU,SRB,3731.0
2020,ammonia,DEU,SVK,106174.925
2020,ammonia,DEU,SVN,202053.449
2020,ammonia,DEU,SWE,663059.659
2020,ammonia,DEU,SYC,495.017
2020,ammonia,DEU,TGO,1442.648
2020,ammonia,DEU,THA,51280.053
2020,ammonia,DEU,TUR,145030.0
2020,ammonia,DEU,UKR,6507.49
2020,ammonia,DEU,URY,393.09000000000003
2020,ammonia,DEU,USA,155279.0
2020,ammonia,DEU,VNM,30008.550000000003
2020,ammonia,DEU,ZAF,15028.405999999999
2020,ammonia,DNK,ESP,80.32
2020,ammonia,DNK,EST,4160.1
2020,ammonia,DNK,FIN,177299.279
2020,ammonia,DNK,ISL,42216.397
2020,ammonia,DNK,LTU,3970.0
2020,ammonia,DNK,NLD,15182.394
2020,ammonia,DNK,NOR,364265.728
2020,ammonia,DNK,SWE,98443.69099999999
2020,ammonia,DOM,IND,1432.544
2020,ammonia,DOM,TTO,14608.046
2020,ammonia,DZA,ESP,64482891.434999995
2020,ammonia,DZA,FRA,5022362.422
2020,ammonia,DZA,GRC,4999415.545
2020,ammonia,DZA,IND,4330384.786
2020,ammonia,DZA,MAR,15263254.469999999
2020,ammonia,DZA,MDG,1828497.425
2020,ammonia,DZA,NLD,32677472.997
2020,ammonia,DZA,NOR,1126379.784
2020,ammonia,DZA,PRT,17616772.077
2020,ammonia,DZA,SEN,2352880.406
2020,ammonia,DZA,SWE,6536394.393999999
2020,ammonia,DZA,TUR,57770262.0
2020,ammonia,DZA,ZAF,8291734.783
2020,ammonia,E19,CZE,3958.0
2020,ammonia,E19,EST,350.93
2020,ammonia,E19,LUX,5914.192
2020,ammonia,E19,PAK,29849.524
2020,ammonia,E19,SVK,236439.528
2020,ammonia,EGY,AGO,646.635
2020,ammonia,EGY,BRA,6347128.0
2020,ammonia,EGY,CHN,10305576.0
2020,ammonia,EGY,ESP,2955809.701
2020,ammonia,EGY,FRA,2313120.897
2020,ammonia,EGY,GRC,4735257.5
2020,ammonia,EGY,IND,38621033.32
2020,ammonia,EGY,ISR,14177000.0
2020,ammonia,EGY,ITA,2573166.926
2020,ammonia,EGY,KOR,3479389.0
2020,ammonia,EGY,NOR,519047.395
2020,ammonia,EGY,PRT,210.466
2020,ammonia,EGY,SAU,68936.798
2020,ammonia,EGY,TUR,19244353.0
2020,ammonia,EGY,TZA,33758.94
2020,ammonia,ESP,AND,86.21
2020,ammonia,ESP,ARG,53.49
2020,ammonia,ESP,BEL,5643.142000000001
2020,ammonia,ESP,BIH,211.2
2020,ammonia,ESP,BLR,200.0
2020,ammonia,ESP,BRA,531.0
2020,ammonia,ESP,CAN,890.8589999999999
2020,ammonia,ESP,CHE,11399.094000000001
2020,ammonia,ESP,CHL,183.56
2020,ammonia,ESP,CHN,26253.0
2020,ammonia,ESP,COL,2290.75
2020,ammonia,ESP,CZE,587.0
2020,ammonia,ESP,DEU,27443.36
2020,ammonia,ESP,DNK,9009.789999999999
2020,ammonia,ESP,DOM,283.972
2020,ammonia,ESP,EST,126.83
2020,ammonia,ESP,FIN,278.786
2020,ammonia,ESP,FRA,674424.039
2020,ammonia,ESP,GBR,77.26
2020,ammonia,ESP,GEO,29.1
2020,ammonia,ESP,IND,61584.590000000004
2020,ammonia,ESP,IRL,95883.655
2020,ammonia,ESP,ITA,1386.884
2020,ammonia,ESP,KAZ,281.15
2020,ammonia,ESP,KOR,47582.0
2020,ammonia,ESP,MAR,127122.382
2020,ammonia,ESP,MDA,71.0
2020,ammonia,ESP,MKD,92.57
2020,ammonia,ESP,MUS,64.582
2020,ammonia,ESP,MYS,9632.256
2020,ammonia,ESP,NIC,10.27
2020,ammonia,ESP,NLD,4530.274
2020,ammonia,ESP,NOR,1310.831
2020,ammonia,ESP,NZL,212.152
2020,ammonia,ESP,PAK,144.767
2020,ammonia,ESP,PAN,409.0
2020,ammonia,ESP,POL,14605.0
2020,ammonia,ESP,PRT,24310829.729
2020,ammonia,ESP,ROU,4165.63
2020,ammonia,ESP,RUS,4839.45
2020,ammonia,ESP,SAU,1345.867
2020,ammonia,ESP,SEN,34019.199
2020,ammonia,ESP,SGP,9384.57
2020,ammonia,ESP,SRB,1094.0
2020,ammonia,ESP,SVK,3429.777
2020,ammonia,ESP,SVN,29173.282
2020,ammonia,ESP,SWE,1091.02
2020,ammonia,ESP,THA,12996.867
2020,ammonia,ESP,TUR,5967.0
2020,ammonia,ESP,USA,10042.0
2020,ammonia,ESP,VNM,1561.126
2020,ammonia,ESP,ZAF,520.6759999999999
2020,ammonia,ESP,ZMB,156.766
2020,ammonia,EST,GEO,1640.12
2020,ammonia,EST,LVA,7796.597
2020,ammonia,EST,NLD,256.19100000000003
2020,ammonia,EST,SWE,3652.288
2020,ammonia,FIN,CHN,120.0
2020,ammonia,FIN,DNK,822.4259999999999
2020,ammonia,FIN,EST,1867.65
2020,ammonia,FIN,FRA,5310.436
2020,ammonia,FIN,LTU,765.0
2020,ammonia,FIN,LVA,99.438
2020,ammonia,FIN,NLD,5277.305
2020,ammonia,FIN,NOR,64473.217
2020,ammonia,FIN,SWE,167947.684
2020,ammonia,FRA,ARG,797.38
2020,ammonia,FRA,ARM,1565.1
2020,ammonia,FRA,BDI,1099.831
2020,ammonia,FRA,BEL,5134495.7639999995
2020,ammonia,FRA,BEN,114.437
2020,ammonia,FRA,BFA,6462.04
2020,ammonia,FRA,BIH,85.28
2020,ammonia,FRA,BLR,38000.0
2020,ammonia,FRA,CAN,207.949
2020,ammonia,FRA,CHE,2240533.177
2020,ammonia,FRA,CYP,66.292
2020,ammonia,FRA,CZE,276626.0
2020,ammonia,FRA,DEU,12577689.103
2020,ammonia,FRA,DNK,873.365
2020,ammonia,FRA,ESP,141274.661
2020,ammonia,FRA,EST,8029.89
2020,ammonia,FRA,FIN,36862.761
2020,ammonia,FRA,GBR,235716.94
2020,ammonia,FRA,GHA,35158.863
2020,ammonia,FRA,GMB,3463.881
2020,ammonia,FRA,GRC,7371.756
2020,ammonia,FRA,HUN,542.0
2020,ammonia,FRA,IDN,2861.0
2020,ammonia,FRA,IND,86.423
2020,ammonia,FRA,IRL,200597.49800000002
2020,ammonia,FRA,ITA,551671.103
2020,ammonia,FRA,KEN,37.948
2020,ammonia,FRA,KHM,146.75
2020,ammonia,FRA,LTU,16581.0
2020,ammonia,FRA,LUX,15824.423999999999
2020,ammonia,FRA,MAR,18534.17
2020,ammonia,FRA,MDG,5245.6720000000005
2020,ammonia,FRA,MKD,103.56
2020,ammonia,FRA,MNE,21.322
2020,ammonia,FRA,MRT,25882.076
2020,ammonia,FRA,MUS,1201.99
2020,ammonia,FRA,NLD,1769265.297
2020,ammonia,FRA,NOR,6182262.99
2020,ammonia,FRA,NZL,638.684
2020,ammonia,FRA,PAK,7597.611999999999
2020,ammonia,FRA,PHL,121.0
2020,ammonia,FRA,POL,90330.0
2020,ammonia,FRA,PRT,29830.099000000002
2020,ammonia,FRA,PYF,1154.201
2020,ammonia,FRA,ROU,169.91
2020,ammonia,FRA,RUS,70157.8
2020,ammonia,FRA,SAU,82189.864
2020,ammonia,FRA,SEN,9736.286
2020,ammonia,FRA,SGP,14200.945
2020,ammonia,FRA,SRB,150.0
2020,ammonia,FRA,SVK,14.177
2020,ammonia,FRA,SVN,910.3679999999999
2020,ammonia,FRA,SWE,48953.939
2020,ammonia,FRA,TGO,6543.483
2020,ammonia,FRA,THA,49833.919
2020,ammonia,FRA,TUR,819.0
2020,ammonia,FRA,UKR,17223.37
2020,ammonia,FRA,URY,783.29
2020,ammonia,FRA,USA,12442.0
2020,ammonia,FRA,VNM,6359.89
2020,ammonia,FRA,ZAF,165.831
2020,ammonia,GBR,AGO,3219.971
2020,ammonia,GBR,AUS,10655.241
2020,ammonia,GBR,BEL,56932.851
2020,ammonia,GBR,BIH,11.97
2020,ammonia,GBR,BLR,100.0
2020,ammonia,GBR,CAN,5166.335
2020,ammonia,GBR,CHE,1984.69
2020,ammonia,GBR,CHL,4825370.16
2020,ammonia,GBR,CHN,19447.0
2020,ammonia,GBR,COL,552.3
2020,ammonia,GBR,DEU,38495485.038
2020,ammonia,GBR,ESP,842.509
2020,ammonia,GBR,EST,37.95
2020,ammonia,GBR,FIN,70.567
2020,ammonia,GBR,FRA,23703899.702
2020,ammonia,GBR,GEO,42.42
2020,ammonia,GBR,GHA,4402.101000000001
2020,ammonia,GBR,GRC,1124.207
2020,ammonia,GBR,GRD,52.222
2020,ammonia,GBR,GUY,2288.205
2020,ammonia,GBR,HKG,1849.922
2020,ammonia,GBR,IDN,5943.0
2020,ammonia,GBR,IND,449.26800000000003
2020,ammonia,GBR,IRL,1139694.062
2020,ammonia,GBR,ISL,42457.003
2020,ammonia,GBR,ISR,550000.0
2020,ammonia,GBR,ITA,74482.17199999999
2020,ammonia,GBR,KEN,50.677
2020,ammonia,GBR,KOR,3648.0
2020,ammonia,GBR,LVA,14.172
2020,ammonia,GBR,MAR,3929567.962
2020,ammonia,GBR,MLT,17.757
2020,ammonia,GBR,MUS,68.043
2020,ammonia,GBR,MYS,4716.361
2020,ammonia,GBR,NLD,5989.334
2020,ammonia,GBR,NOR,2866850.152
2020,ammonia,GBR,NZL,2008.886
2020,ammonia,GBR,PAK,14754.59
2020,ammonia,GBR,POL,19464.0
2020,ammonia,GBR,PRT,51.811
2020,ammonia,GBR,ROU,129.76999999999998
2020,ammonia,GBR,RUS,410.11
2020,ammonia,GBR,SGP,14167.326
2020,ammonia,GBR,SRB,143.0
2020,ammonia,GBR,SVK,43.811
2020,ammonia,GBR,SVN,206.211
2020,ammonia,GBR,SWE,23297.293
2020,ammonia,GBR,THA,2532.723
2020,ammonia,GBR,TUR,380.0
2020,ammonia,GBR,TZA,11.0
2020,ammonia,GBR,USA,286524.0
2020,ammonia,GBR,VNM,3982.017
2020,ammonia,GBR,ZAF,978.062
2020,ammonia,GEO,ARM,7904.0
2020,ammonia,GEO,AZE,108527.48
2020,ammonia,GHA,TGO,5376.064
2020,ammonia,GRC,CAN,87.52199999999999
2020,ammonia,GRC,CYP,53035.216
2020,ammonia,GRC,DEU,60.215
2020,ammonia,GRC,GBR,41.831
2020,ammonia,GRC,MKD,7771.09
2020,ammonia,GRC,NLD,623.263
2020,ammonia,GTM,BLZ,64.31
2020,ammonia,GTM,CRI,118396.72
2020,ammonia,GTM,DOM,12009.641
2020,ammonia,GTM,PAN,71550.0
2020,ammonia,GTM,SLV,34164.53
2020,ammonia,HKG,IND,8784.511
2020,ammonia,HKG,ISR,24000.0
2020,ammonia,HRV,BIH,234737.16
2020,ammonia,HRV,HUN,45320.0
2020,ammonia,HRV,ITA,2066718.443
2020,ammonia,HRV,MKD,1977.25
2020,ammonia,HRV,NLD,51.02
2020,ammonia,HRV,SRB,266382.0
2020,ammonia,HRV,SVN,106043.456
2020,ammonia,HUN,BGR,2494.6789999999996
2020,ammonia,HUN,BIH,112143.63
2020,ammonia,HUN,CZE,6210429.0
2020,ammonia,HUN,DEU,59932.269
2020,ammonia,HUN,GRC,174572.758
2020,ammonia,HUN,HRV,2199.0
2020,ammonia,HUN,ITA,78461.61600000001
2020,ammonia,HUN,MKD,605.93
2020,ammonia,HUN,NLD,419.767
2020,ammonia,HUN,POL,151828.0
2020,ammonia,HUN,ROU,180539.08
2020,ammonia,HUN,SRB,369975.0
2020,ammonia,HUN,SVK,279538.941
2020,ammonia,HUN,SVN,79228.65
2020,ammonia,HUN,UKR,179.99
2020,ammonia,IDN,AUS,5909371.981
2020,ammonia,IDN,BRN,172505.938
2020,ammonia,IDN,CHN,141822011.0
2020,ammonia,IDN,IND,38241334.498
2020,ammonia,IDN,JPN,37719453.05
2020,ammonia,IDN,KOR,128493717.0
2020,ammonia,IDN,MYS,3615437.303
2020,ammonia,IDN,PHL,6903945.0
2020,ammonia,IDN,SGP,10330969.717
2020,ammonia,IDN,THA,11643526.677000001
2020,ammonia,IDN,VNM,16057232.098000001
2020,ammonia,IND,AUS,227286.29700000002
2020,ammonia,IND,AZE,502.34
2020,ammonia,IND,BRN,28523.858
2020,ammonia,IND,CAN,1874.6889999999999
2020,ammonia,IND,COD,686.214
2020,ammonia,IND,DOM,84787.232
2020,ammonia,IND,FRA,2674.078
2020,ammonia,IND,GHA,2411.721
2020,ammonia,IND,IDN,11298.0
2020,ammonia,IND,ISR,89000.0
2020,ammonia,IND,KEN,150006.759
2020,ammonia,IND,MAR,531.327
2020,ammonia,IND,MDA,254.0
2020,ammonia,IND,MDG,113.999
2020,ammonia,IND,MKD,6.73
2020,ammonia,IND,MMR,43179.01
2020,ammonia,IND,MOZ,9413.023000000001
2020,ammonia,IND,MUS,36055.667
2020,ammonia,IND,MWI,1388.761
2020,ammonia,IND,MYS,232259.683
2020,ammonia,IND,NGA,236007.179
2020,ammonia,IND,NZL,49223.695
2020,ammonia,IND,PER,21094.2
2020,ammonia,IND,PHL,160670.0
2020,ammonia,IND,QAT,775874.524
2020,ammonia,IND,RUS,218.68
2020,ammonia,IND,RWA,4130.139999999999
2020,ammonia,IND,SAU,690236.248
2020,ammonia,IND,SEN,309.578
2020,ammonia,IND,SGP,583594.801
2020,ammonia,IND,SWE,997524.595
2020,ammonia,IND,THA,7592.996999999999
2020,ammonia,IND,TUR,473.0
2020,ammonia,IND,TZA,150275.16
2020,ammonia,IND,UGA,45399.0
2020,ammonia,IND,USA,6793.0
2020,ammonia,IND,ZAF,59.524
2020,ammonia,IRL,BEL,10830.405999999999
2020,ammonia,IRL,FRA,308.04
2020,ammonia,IRL,GBR,31594.743
2020,ammonia,IRL,ISL,136.659
2020,ammonia,IRL,NLD,36681.742
2020,ammonia,IRL,POL,336.0
2020,ammonia,IRL,ROU,4.8100000000000005
2020,ammonia,IRL,SWE,206.84300000000002
2020,ammonia,IRN,AZE,20923.4
2020,ammonia,IRN,IND,31154089.695
2020,ammonia,IRN,PAK,488698.598
2020,ammonia,IRN,TUR,1303798.0
2020,ammonia,ITA,BEL,8801.844000000001
2020,ammonia,ITA,BGR,8152.171
2020,ammonia,ITA,BIH,3923.2799999999997
2020,ammonia,ITA,BRA,69.0
2020,ammonia,ITA,CAN,89.753
2020,ammonia,ITA,CHE,145829.952
2020,ammonia,ITA,COD,528.145
2020,ammonia,ITA,DEU,22084.594999999998
2020,ammonia,ITA,ESP,440.635
2020,ammonia,ITA,FIN,152034.271
2020,ammonia,ITA,FRA,774444.9739999999
2020,ammonia,ITA,GBR,1049.7450000000001
2020,ammonia,ITA,GRC,4301.366
2020,ammonia,ITA,HRV,1730.0
2020,ammonia,ITA,HUN,529.0
2020,ammonia,ITA,IRL,7715.288
2020,ammonia,ITA,ISL,13721.796
2020,ammonia,ITA,MAR,1378.277
2020,ammonia,ITA,MDA,37.0
2020,ammonia,ITA,MKD,4787.77
2020,ammonia,ITA,MLT,2716.24
2020,ammonia,ITA,MYS,1358.148
2020,ammonia,ITA,NLD,3883.723
2020,ammonia,ITA,PAK,749.5889999999999
2020,ammonia,ITA,POL,6391.0
2020,ammonia,ITA,PRT,31.081
2020,ammonia,ITA,PYF,31.967
2020,ammonia,ITA,ROU,314456.33
2020,ammonia,ITA,RUS,103.73
2020,ammonia,ITA,RWA,194.92
2020,ammonia,ITA,SAU,3865.067
2020,ammonia,ITA,SRB,144.0
2020,ammonia,ITA,SVK,719.034
2020,ammonia,ITA,SVN,35004.137
2020,ammonia,ITA,TUR,20768.0
2020,ammonia,JOR,IND,94.127
2020,ammonia,JOR,ISR,14000.0
2020,ammonia,JOR,MRT,2016.456
2020,ammonia,JOR,SAU,111167.731
2020,ammonia,JPN,CHN,3329873.0
2020,ammonia,JPN,CZE,151.0
2020,ammonia,JPN,DEU,183.298
2020,ammonia,JPN,FIN,23.311
2020,ammonia,JPN,FRA,445.125
2020,ammonia,JPN,IDN,9502.0
2020,ammonia,JPN,IND,2166071.023
2020,ammonia,JPN,ISR,1000.0
2020,ammonia,JPN,KHM,8.47
2020,ammonia,JPN,KOR,375626.0
