refYear,layer,importer,world_total_imports_usd
2021,lpg_butane,ESP,64865077.492
2021,lpg_butane,EST,2351645.7800000003
2021,lpg_butane,FIN,39882882.493
2021,lpg_butane,FJI,24313091.938
2021,lpg_butane,FRA,691192222.72
2021,lpg_butane,GBR,273573792.186
2021,lpg_butane,GEO,5424037.964
2021,lpg_butane,GHA,147196781.041
2021,lpg_butane,GRC,20446915.63
2021,lpg_butane,GRD,2392.964
2021,lpg_butane,GTM,1228224.0
2021,lpg_butane,GUY,6573450.804
2021,lpg_butane,HKG,226287515.024
2021,lpg_butane,HRV,15141750.0
2021,lpg_butane,HUN,108324530.0
2021,lpg_butane,IDN,2012408232.0
2021,lpg_butane,IND,6367176719.248
2021,lpg_butane,IRL,3612998.322
2021,lpg_butane,ISL,70930.06
2021,lpg_butane,ISR,9271000.0
2021,lpg_butane,ITA,26251954.904999997
2021,lpg_butane,JPN,850644709.404
2021,lpg_butane,KAZ,134985.03
2021,lpg_butane,KEN,236429148.525
2021,lpg_butane,KGZ,18397204.0
2021,lpg_butane,KOR,1149993362.0
2021,lpg_butane,LSO,3035.804
2021,lpg_butane,LTU,1416447.0
2021,lpg_butane,LUX,368330.044
2021,lpg_butane,LVA,8617386.838
2021,lpg_butane,MAC,119883.004
2021,lpg_butane,MAR,1642264772.364
2021,lpg_butane,MDA,11814616.0
2021,lpg_butane,MDG,13586801.815
2021,lpg_butane,MKD,37909766.66
2021,lpg_butane,MLT,15028075.758
2021,lpg_butane,MMR,535798.4299999999
2021,lpg_butane,MNE,6978000.2809999995
2021,lpg_butane,MNG,9582825.86
2021,lpg_butane,MOZ,5507.536
2021,lpg_butane,MSR,992.922
2021,lpg_butane,MUS,49156174.078
2021,lpg_butane,MWI,39177.765
2021,lpg_butane,MYS,30209276.041
2021,lpg_butane,NAM,76276.872
2021,lpg_butane,NGA,64891266.964
2021,lpg_butane,NIC,887674.29
2021,lpg_butane,NLD,680289203.56
2021,lpg_butane,NZL,1131725.761
2021,lpg_butane,PAK,3134.721
2021,lpg_butane,PAN,74509423.0
2021,lpg_butane,PHL,362201622.0
2021,lpg_butane,POL,59838437.0
2021,lpg_butane,PRT,93086752.894
2021,lpg_butane,PRY,6513863.0
2021,lpg_butane,PSE,70307.86
2021,lpg_butane,PYF,7614257.387
2021,lpg_butane,QAT,72781.78
2021,lpg_butane,ROU,35264670.48
2021,lpg_butane,RUS,16828396.02
2021,lpg_butane,RWA,22211520.34
2021,lpg_butane,SAU,20491149.619999997
2021,lpg_butane,SGP,962703.297
2021,lpg_butane,SLV,2156834.9899999998
2021,lpg_butane,SRB,13769152.0
2021,lpg_butane,STP,248879.149
2021,lpg_butane,SVK,6205297.436
2021,lpg_butane,SVN,6567466.495999999
2021,lpg_butane,SWE,180319060.27199998
2021,lpg_butane,SYC,4262.592
2021,lpg_butane,TGO,742367.8780000001
2021,lpg_butane,THA,181572389.935
2021,lpg_butane,TTO,1652.075
2021,lpg_butane,TUN,309293480.731
2021,lpg_butane,TUR,37830.0
2021,lpg_butane,TZA,341.0
2021,lpg_butane,UKR,350271715.66
2021,lpg_butane,URY,7463625.16
2021,lpg_butane,USA,586629274.0
2021,lpg_butane,UZB,206800.15
2021,lpg_butane,VCT,5352380.288
2021,lpg_butane,VNM,366313415.11
2021,lpg_butane,WSM,2376327.029
2021,lpg_butane,ZAF,60956905.316
2021,lpg_butane,ZMB,160694.12
2021,lpg_butane,ZWE,40789378.769999996
2021,lpg_propane,AGO,49932.845
2021,lpg_propane,AND,1358345.869
2021,lpg_propane,ARG,6504877.72
2021,lpg_propane,ARM,7054809.09
2021,lpg_propane,ATG,467126.504
2021,lpg_propane,AUS,243372769.151
2021,lpg_propane,AZE,15619.98
2021,lpg_propane,BEL,573892331.018
2021,lpg_propane,BEN,4512.120000000001
2021,lpg_propane,BFA,1643.834
2021,lpg_propane,BGR,106560418.053
2021,lpg_propane,BHR,302.766
2021,lpg_propane,BIH,9439404.08
2021,lpg_propane,BLR,1932400.0
2021,lpg_propane,BLZ,12378054.42
2021,lpg_propane,BRA,902001960.0
2021,lpg_propane,BRB,6489968.0
2021,lpg_propane,BWA,2854.196
2021,lpg_propane,CAN,98299521.03999999
2021,lpg_propane,CHE,24465405.911
2021,lpg_propane,CHL,715734076.933
2021,lpg_propane,CHN,12651412336.0
2021,lpg_propane,COD,32251.818
2021,lpg_propane,COL,16851292.53
2021,lpg_propane,CZE,59121664.0
2021,lpg_propane,DEU,677623667.736
2021,lpg_propane,DNK,15939088.478
2021,lpg_propane,DOM,460925928.569
2021,lpg_propane,ECU,516297020.4
2021,lpg_propane,ESP,677997778.057
2021,lpg_propane,EST,9089986.52
2021,lpg_propane,FIN,98866660.908
2021,lpg_propane,FJI,1809359.816
2021,lpg_propane,FRA,1024761121.6980001
2021,lpg_propane,GBR,249580028.829
2021,lpg_propane,GEO,12958024.785
2021,lpg_propane,GHA,6260.243
2021,lpg_propane,GRC,26868346.331
2021,lpg_propane,GRD,2975859.488
2021,lpg_propane,GTM,453179025.0
2021,lpg_propane,GUY,15338051.878
2021,lpg_propane,HKG,221588.351
2021,lpg_propane,HRV,9983783.0
2021,lpg_propane,HUN,139689774.0
2021,lpg_propane,IDN,2048419738.0
2021,lpg_propane,IND,5516906447.5060005
2021,lpg_propane,IRL,56032118.703999996
2021,lpg_propane,ISL,2266929.443
2021,lpg_propane,ISR,9684000.0
2021,lpg_propane,ITA,1469879355.273
2021,lpg_propane,JPN,5817659974.178
2021,lpg_propane,KAZ,65444.96
2021,lpg_propane,KEN,562.015
2021,lpg_propane,KGZ,10807161.0
2021,lpg_propane,KOR,4056258638.0
2021,lpg_propane,LSO,956376.9789999999
2021,lpg_propane,LTU,9627970.0
2021,lpg_propane,LUX,7460017.693
2021,lpg_propane,LVA,18722958.343000002
2021,lpg_propane,MAR,136357104.237
2021,lpg_propane,MDA,28235315.0
2021,lpg_propane,MDG,701.969
2021,lpg_propane,MEX,2903824943.0
2021,lpg_propane,MKD,9540176.0
2021,lpg_propane,MLT,10437.799
2021,lpg_propane,MMR,2889532.03
2021,lpg_propane,MNE,2511762.577
2021,lpg_propane,MNG,13496778.66
2021,lpg_propane,MOZ,16910.248
2021,lpg_propane,MSR,362087.95900000003
2021,lpg_propane,MUS,2070.68
2021,lpg_propane,MWI,961.213
2021,lpg_propane,MYS,716650.58
2021,lpg_propane,NAM,8333013.624
2021,lpg_propane,NGA,11105936.673
2021,lpg_propane,NIC,86650215.89
2021,lpg_propane,NLD,1511373200.691
2021,lpg_propane,NZL,31782864.662
2021,lpg_propane,PAK,349886.869
2021,lpg_propane,PAN,49694020.0
2021,lpg_propane,PHL,284759397.0
2021,lpg_propane,POL,540965970.0
2021,lpg_propane,PRT,364075782.873
2021,lpg_propane,PRY,1867771.0
2021,lpg_propane,PYF,2274607.295
2021,lpg_propane,ROU,108519732.4
2021,lpg_propane,RUS,3174683.85
2021,lpg_propane,RWA,40.05
2021,lpg_propane,SAU,21267418.134999998
2021,lpg_propane,SGP,590410.771
2021,lpg_propane,SLV,298295012.01
2021,lpg_propane,SRB,13129173.0
2021,lpg_propane,STP,2386.461
2021,lpg_propane,SVK,28013581.42
2021,lpg_propane,SVN,27639215.008
2021,lpg_propane,SWE,476247904.26
2021,lpg_propane,SYC,8851319.756000001
2021,lpg_propane,THA,207477750.56599998
2021,lpg_propane,TTO,12230.635
2021,lpg_propane,TUN,4235.487999999999
2021,lpg_propane,TUR,107078284.0
2021,lpg_propane,TZA,8577.0
2021,lpg_propane,UKR,553613148.79
2021,lpg_propane,URY,20316987.09
2021,lpg_propane,USA,1988642285.0
2021,lpg_propane,UZB,20326.0
2021,lpg_propane,VCT,109968.113
2021,lpg_propane,VNM,556701056.552
2021,lpg_propane,WSM,483402.96499999997
2021,lpg_propane,ZAF,155585553.60500002
2021,lpg_propane,ZMB,396.493
2021,lpg_propane,ZWE,1711691.3800000001
2021,urea,AGO,8249175.396
2021,urea,AND,146763.686
2021,urea,ARG,728298939.63
2021,urea,ARM,1312176.32
2021,urea,ATG,5294.649
2021,urea,AUS,1246669736.967
2021,urea,AZE,607844.95
2021,urea,BDI,174663.347
2021,urea,BEL,269263416.997
2021,urea,BEN,28556025.549999997
2021,urea,BFA,14865652.224
2021,urea,BGR,149662259.558
2021,urea,BHR,125013.097
2021,urea,BIH,5230769.05
2021,urea,BLR,13167700.0
2021,urea,BLZ,3319500.8449999997
2021,urea,BOL,12373105.61
2021,urea,BRA,3279611294.0
2021,urea,BRB,41304.0
2021,urea,BWA,533222.185
2021,urea,CAN,405593057.67999995
2021,urea,CHE,41712479.863
2021,urea,CHL,275751453.7
2021,urea,CHN,28391699.0
2021,urea,COD,4293420.1620000005
2021,urea,COL,305193670.8
2021,urea,CYP,2018325.956
2021,urea,CZE,165871665.0
2021,urea,DEU,139867386.986
2021,urea,DNK,27084859.219
2021,urea,DOM,42146002.399
2021,urea,ECU,149055274.195
2021,urea,EGY,282195.003
2021,urea,ESP,477563058.12
2021,urea,EST,35154484.02
2021,urea,FIN,28413083.165
2021,urea,FJI,306054.953
2021,urea,FRA,633028023.288
2021,urea,GBR,317570787.562
2021,urea,GEO,1604047.03
2021,urea,GHA,1522651.5119999999
2021,urea,GRC,112650015.451
2021,urea,GRD,12587.037
2021,urea,GTM,87207713.0
2021,urea,GUY,9384413.712
2021,urea,HKG,22885800.985
2021,urea,HRV,22948420.0
2021,urea,HUN,90185785.0
2021,urea,IDN,2608862.0
2021,urea,IND,4146346736.509
2021,urea,IRL,100222848.267
2021,urea,ISL,1281921.065
2021,urea,ISR,54037000.0
2021,urea,ITA,413975920.312
2021,urea,JPN,148100915.227
2021,urea,KAZ,19851015.6
2021,urea,KEN,49412863.481
2021,urea,KGZ,12435591.0
2021,urea,KHM,66682591.15
2021,urea,KOR,417966792.0
2021,urea,KWT,369480.0
2021,urea,LSO,1195.6390000000001
2021,urea,LTU,31468835.0
2021,urea,LUX,13397005.158
2021,urea,LVA,34694645.604
2021,urea,MAC,35068.477
2021,urea,MAR,21637234.653
2021,urea,MDA,9241993.0
2021,urea,MDG,5702018.192
2021,urea,MEX,584605688.0
2021,urea,MKD,5124385.18
2021,urea,MLT,515177.295
2021,urea,MMR,97344769.066
2021,urea,MNE,129109.11600000001
2021,urea,MNG,870981.51
2021,urea,MOZ,31535500.731
2021,urea,MSR,40.963
2021,urea,MUS,1602541.113
2021,urea,MWI,91008783.347
2021,urea,MYS,103741942.026
2021,urea,NAM,207008.724
2021,urea,NGA,157687.243
2021,urea,NIC,38527230.97
2021,urea,NLD,130493177.874
2021,urea,NZL,303489372.384
2021,urea,PAK,106713.196
2021,urea,PAN,14997399.0
2021,urea,PHL,340893273.0
2021,urea,POL,284796364.0
2021,urea,PRT,114440599.454
2021,urea,PRY,32720989.0
2021,urea,PYF,141100.086
2021,urea,QAT,19022.436
2021,urea,ROU,197185142.41
2021,urea,RUS,4057022.8200000003
2021,urea,RWA,2873416.4800000004
2021,urea,SAU,249960.794
2021,urea,SGP,6696933.393
2021,urea,SLV,19846051.81
2021,urea,SRB,79037580.0
2021,urea,STP,20721.016
2021,urea,SVK,101114020.255
2021,urea,SVN,32725113.457
2021,urea,SWE,66512086.741
2021,urea,SYC,10497.53
2021,urea,TGO,746443.898
2021,urea,THA,918754890.017
2021,urea,TTO,23793.306
2021,urea,TUN,1911379.225
2021,urea,TUR,1136452831.0
2021,urea,TZA,49700896.0
2021,urea,UKR,116451383.42
2021,urea,URY,151940880.64
2021,urea,USA,2570328511.0
2021,urea,UZB,1227523.99
2021,urea,VCT,1117.003
2021,urea,VNM,111498267.587
2021,urea,WSM,9745.761
2021,urea,ZAF,467702379.605
2021,urea,ZMB,141787521.035
2021,urea,ZWE,99669771.27
2021,wheat,AGO,283162030.744
2021,wheat,AND,31550.772
2021,wheat,ARG,155363.04
2021,wheat,ARM,62382575.900000006
2021,wheat,ATG,1227.0339999999999
2021,wheat,AUS,751198.442
2021,wheat,AZE,331946007.75
2021,wheat,BDI,24663153.907
2021,wheat,BEL,1123178341.692
2021,wheat,BEN,19292391.011
2021,wheat,BFA,74664806.941
2021,wheat,BGR,18286658.82
2021,wheat,BHR,26771797.425
2021,wheat,BIH,76858288.07
2021,wheat,BLR,51124500.0
2021,wheat,BLZ,5240449.355
2021,wheat,BOL,13826312.27
2021,wheat,BRA,1850964416.0
2021,wheat,BRB,5169393.5
2021,wheat,BWA,41944608.801
2021,wheat,CAN,59380987.037
2021,wheat,CHE,149105922.01
2021,wheat,CHL,429906370.593
2021,wheat,CHN,3038807954.0
2021,wheat,COD,175647449.534
2021,wheat,COL,654675244.86
2021,wheat,CYP,24808761.719
2021,wheat,CZE,22100434.0
2021,wheat,DEU,1102196331.552
2021,wheat,DNK,42221391.747999996
2021,wheat,DOM,200505726.963
2021,wheat,ECU,499020849.74
2021,wheat,EGY,3496351615.021
2021,wheat,ESP,1172109934.35
2021,wheat,EST,2976676.81
2021,wheat,FIN,3479487.253
2021,wheat,FJI,52621160.027
2021,wheat,FRA,88764220.876
2021,wheat,GBR,648305247.663
2021,wheat,GEO,93448326.399
2021,wheat,GHA,68787459.12900001
2021,wheat,GRC,333392080.624
2021,wheat,GRD,4167281.3600000003
2021,wheat,GTM,200583315.0
2021,wheat,GUY,22592827.934
2021,wheat,HKG,1958487.091
2021,wheat,HRV,30370852.0
2021,wheat,HUN,49701652.0
2021,wheat,IDN,3548356023.0
2021,wheat,IND,25021.372
2021,wheat,IRL,78997769.606
2021,wheat,ISL,11436286.443
2021,wheat,ISR,521503000.0
2021,wheat,ITA,2295049199.46
2021,wheat,JPN,1781202769.478
2021,wheat,KAZ,221959705.31
2021,wheat,KEN,567444935.776
2021,wheat,KGZ,47778116.0
2021,wheat,KHM,4099356.4
2021,wheat,KOR,1349110883.0
2021,wheat,KWT,156920731.0
2021,wheat,LSO,3917092.4469999997
2021,wheat,LTU,19199827.0
2021,wheat,LUX,44084714.354
2021,wheat,LVA,150769942.032
2021,wheat,MAC,392.275
2021,wheat,MAR,1584383726.206
2021,wheat,MDA,1080423.0
2021,wheat,MDG,64185572.987
2021,wheat,MEX,1370031731.0
2021,wheat,MKD,20997938.81
2021,wheat,MLT,6163188.453
2021,wheat,MMR,144990835.5
2021,wheat,MNE,2475832.071
2021,wheat,MNG,60795367.160000004
2021,wheat,MOZ,237582960.57299998
2021,wheat,MSR,173.766
2021,wheat,MUS,53704787.443
2021,wheat,MWI,53506705.841
2021,wheat,MYS,426856066.774
2021,wheat,NAM,46690893.026
2021,wheat,NGA,2707695572.079
2021,wheat,NIC,42139606.09
2021,wheat,NLD,1265663401.0970001
2021,wheat,NOR,101071287.11
2021,wheat,NZL,165485291.104
2021,wheat,PAK,791384918.171
2021,wheat,PAN,50532696.0
2021,wheat,PHL,1950906153.0
2021,wheat,POL,156120120.0
2021,wheat,PRT,357534810.564
2021,wheat,PRY,30570.0
2021,wheat,PSE,25914405.36
2021,wheat,PYF,254654.687
2021,wheat,QAT,348392.773
2021,wheat,ROU,257185976.35
2021,wheat,RUS,49157896.88
2021,wheat,RWA,60921248.48
2021,wheat,SAU,703420606.416
2021,wheat,SGP,64030051.781
2021,wheat,SLV,93828736.85
2021,wheat,SRB,1204608.0
2021,wheat,SVK,6175776.417
2021,wheat,SVN,32880784.02
2021,wheat,SWE,18169156.455000002
2021,wheat,SYC,240887.271
2021,wheat,TGO,29626540.513
2021,wheat,THA,818828645.381
2021,wheat,TTO,45899546.609
2021,wheat,TUN,644619207.581
2021,wheat,TUR,2692623482.0
2021,wheat,TZA,222757909.69
2021,wheat,UKR,5387883.29
2021,wheat,URY,909329.5599999999
2021,wheat,USA,402258375.0
2021,wheat,UZB,616416967.98
2021,wheat,VCT,9131988.290000001
2021,wheat,VNM,1387334960.549
2021,wheat,WSM,901.025
2021,wheat,ZAF,462725742.414
2021,wheat,ZMB,25521006.838
2021,wheat,ZWE,80609337.47
2022,ammonia,AGO,388124.503
2022,ammonia,AND,158.044
2022,ammonia,ARG,9332.57
2022,ammonia,ARM,17729.920000000002
2022,ammonia,ATG,25602.335
2022,ammonia,AUS,20570994.757
2022,ammonia,AUT,9389571.559
2022,ammonia,AZE,126743.06
2022,ammonia,BDI,2633.368
2022,ammonia,BEL,1038695791.391
2022,ammonia,BEN,22707.248
2022,ammonia,BFA,43066.969
2022,ammonia,BGR,251605762.024
2022,ammonia,BHR,202952.896
2022,ammonia,BIH,3917205.24
2022,ammonia,BLZ,25610.775
2022,ammonia,BMU,5166.2
2022,ammonia,BOL,232520.0
2022,ammonia,BRA,512895188.0
2022,ammonia,BRB,22690.0
2022,ammonia,BRN,380313.453
2022,ammonia,BWA,21399.207000000002
2022,ammonia,CAN,4414038.072000001
2022,ammonia,CHE,12860572.559
2022,ammonia,CHL,417360249.981
2022,ammonia,CHN,248032462.0
2022,ammonia,CMR,1307762.708
2022,ammonia,COD,133596.096
2022,ammonia,COL,37902984.2
2022,ammonia,CYP,6158.473
2022,ammonia,CZE,190095660.0
2022,ammonia,DEU,627187267.1
2022,ammonia,DNK,49252425.978
2022,ammonia,DOM,827679.318
2022,ammonia,ECU,38017.325
2022,ammonia,EGY,29242319.393999998
2022,ammonia,ESP,461536951.971
2022,ammonia,EST,2669148.13
2022,ammonia,FIN,574191.809
2022,ammonia,FJI,45724.575
2022,ammonia,FRA,581035393.798
2022,ammonia,GBR,116379379.78
2022,ammonia,GEO,9410.136
2022,ammonia,GHA,455491.47099999996
2022,ammonia,GRC,50091463.538
2022,ammonia,GRD,10643.333999999999
2022,ammonia,GTM,9056812.0
2022,ammonia,GUY,66333.675
2022,ammonia,HKG,283537.544
2022,ammonia,HRV,2776756.0
2022,ammonia,HUN,2303795.585
2022,ammonia,IDN,32423965.0
2022,ammonia,IND,2160295513.607
2022,ammonia,IRL,9979510.703
2022,ammonia,ISL,329749.88
2022,ammonia,ISR,119846000.0
2022,ammonia,ITA,226286833.251
2022,ammonia,JOR,216347366.28
2022,ammonia,JPN,268682592.83599997
2022,ammonia,KAZ,37244376.96
2022,ammonia,KEN,321369.33400000003
2022,ammonia,KGZ,35846.0
2022,ammonia,KHM,813445.0
2022,ammonia,KOR,1218341963.0
2022,ammonia,KWT,619232.576
2022,ammonia,LAO,5414936.98
2022,ammonia,LTU,84629885.0
2022,ammonia,LUX,950204.948
2022,ammonia,LVA,577128.588
2022,ammonia,MAR,2106954415.635
2022,ammonia,MDA,676836.0
2022,ammonia,MDG,33584769.558
2022,ammonia,MEX,288480338.0
2022,ammonia,MKD,456521.05
2022,ammonia,MLT,30455.840000000004
2022,ammonia,MMR,161523.68
2022,ammonia,MNE,9130.455
2022,ammonia,MOZ,48724.614
2022,ammonia,MSR,384.933
2022,ammonia,MUS,94147.72
2022,ammonia,MYS,14884070.903
2022,ammonia,NAM,5915795.866
2022,ammonia,NGA,591950.932
2022,ammonia,NIC,134769.22999999998
2022,ammonia,NLD,431828205.44
2022,ammonia,NOR,572590218.295
2022,ammonia,NZL,383963.755
2022,ammonia,OMN,1601599.4780000001
2022,ammonia,PAK,183916.6
2022,ammonia,PAN,203317.0
2022,ammonia,PHL,7271289.0
2022,ammonia,POL,60136686.0
2022,ammonia,PRT,273424394.568
2022,ammonia,PRY,478121.64
2022,ammonia,PYF,919.442
2022,ammonia,QAT,1263891.217
2022,ammonia,ROU,8281949.619999999
2022,ammonia,RWA,96265.6
2022,ammonia,SAU,2083743.147
2022,ammonia,SEN,6472386.093
2022,ammonia,SGP,64390846.379999995
2022,ammonia,SLV,80915.01000000001
2022,ammonia,SRB,60419647.0
2022,ammonia,SVK,9715690.489
2022,ammonia,SVN,3966667.901
2022,ammonia,SWE,249352452.393
2022,ammonia,SYC,25537.214000000004
2022,ammonia,TGO,2733.384
2022,ammonia,THA,302086123.825
2022,ammonia,TUN,164326959.435
2022,ammonia,TUR,867882397.0
2022,ammonia,TZA,359782.33999999997
2022,ammonia,UKR,23208933.709999997
2022,ammonia,URY,742269.99
2022,ammonia,USA,2496725583.0
2022,ammonia,UZB,8483874.0
2022,ammonia,VCT,116.163
2022,ammonia,VNM,107900264.295
2022,ammonia,ZAF,172116390.622
2022,ammonia,ZMB,110439.128
2022,ammonia,ZWE,10823861.370000001
2022,lpg_butane,AGO,43596616.485
2022,lpg_butane,AND,355540.409
2022,lpg_butane,ARG,2273657.68
2022,lpg_butane,ARM,5191982.0
2022,lpg_butane,ATG,3610.212
2022,lpg_butane,AUS,12887382.61
2022,lpg_butane,AZE,2106.11
2022,lpg_butane,BDI,292488.779
2022,lpg_butane,BEL,408021064.818
2022,lpg_butane,BEN,13386658.252
2022,lpg_butane,BFA,130355348.06
2022,lpg_butane,BGR,77989565.679
2022,lpg_butane,BHR,28881.104999999996
2022,lpg_butane,BIH,16967426.46
2022,lpg_butane,BLZ,7399147.205
2022,lpg_butane,BMU,35952.78
2022,lpg_butane,BOL,67.0
2022,lpg_butane,BRA,232532280.0
2022,lpg_butane,BRB,4373769.5
2022,lpg_butane,BRN,201788.612
2022,lpg_butane,BWA,21190895.636
2022,lpg_butane,CAN,84801423.655
2022,lpg_butane,CHE,5877161.106000001
2022,lpg_butane,CHL,68986096.978
2022,lpg_butane,CHN,4416623876.0
2022,lpg_butane,CMR,126141583.55
2022,lpg_butane,COD,1978840.682
2022,lpg_butane,COL,44199614.730000004
2022,lpg_butane,CYP,58155268.026
2022,lpg_butane,CZE,57842813.0
2022,lpg_butane,DEU,497672754.671
2022,lpg_butane,DNK,4735864.132
2022,lpg_butane,DOM,121740788.63
2022,lpg_butane,ECU,18199015.53
2022,lpg_butane,EGY,1333160000.0
2022,lpg_butane,ESP,63407018.647
2022,lpg_butane,EST,2536755.66
2022,lpg_butane,FIN,132312447.523
2022,lpg_butane,FJI,31776733.038
2022,lpg_butane,FRA,866523163.381
2022,lpg_butane,GBR,570022512.227
2022,lpg_butane,GEO,1902172.282
2022,lpg_butane,GHA,171145301.695
2022,lpg_butane,GRC,31345866.019
2022,lpg_butane,GRD,4545.5560000000005
2022,lpg_butane,GTM,1482392.0
2022,lpg_butane,GUY,7965930.948
2022,lpg_butane,HKG,236516290.10799998
2022,lpg_butane,HRV,2650975.0
2022,lpg_butane,HUN,83628052.599
2022,lpg_butane,IDN,2434561307.0
2022,lpg_butane,IND,7634759560.501
2022,lpg_butane,IRL,4388012.432
2022,lpg_butane,ISL,269978.762
2022,lpg_butane,ISR,14387000.0
2022,lpg_butane,ITA,31035025.632
2022,lpg_butane,JOR,95083.662
2022,lpg_butane,JPN,1183135759.195
2022,lpg_butane,KAZ,258782.04
2022,lpg_butane,KEN,247976643.171
2022,lpg_butane,KGZ,4101858.0
2022,lpg_butane,KHM,1200.86
2022,lpg_butane,KOR,1379028011.0
2022,lpg_butane,LTU,7388789.0
2022,lpg_butane,LUX,215318.588
2022,lpg_butane,LVA,9480944.586
2022,lpg_butane,MAR,2183715625.23
2022,lpg_butane,MDA,13482480.0
2022,lpg_butane,MDG,17534682.517
2022,lpg_butane,MEX,1783279.0
2022,lpg_butane,MKD,47116705.36
2022,lpg_butane,MLT,24451694.674
2022,lpg_butane,MMR,474166.11
2022,lpg_butane,MNE,8820623.405
2022,lpg_butane,MOZ,1446.592
2022,lpg_butane,MSR,774.741
2022,lpg_butane,MUS,68344993.157
2022,lpg_butane,MYS,188130093.732
2022,lpg_butane,NAM,352374.736
2022,lpg_butane,NGA,19518.459
2022,lpg_butane,NIC,1487.44
2022,lpg_butane,NLD,538086823.754
2022,lpg_butane,NZL,1148920.917
2022,lpg_butane,OMN,2825295.185
2022,lpg_butane,PAK,765.3290000000001
2022,lpg_butane,PAN,82363617.0
2022,lpg_butane,PHL,409746083.0
2022,lpg_butane,POL,87809816.0
2022,lpg_butane,PRT,102611969.12799999
2022,lpg_butane,PRY,3942403.5300000003
2022,lpg_butane,PSE,18839.06
2022,lpg_butane,PYF,12649704.379
2022,lpg_butane,QAT,72706.648
2022,lpg_butane,ROU,18419443.53
2022,lpg_butane,RWA,27613132.72
2022,lpg_butane,SAU,25863302.819000002
2022,lpg_butane,SEN,66815681.48
2022,lpg_butane,SGP,67285994.752
2022,lpg_butane,SLV,988599.89
2022,lpg_butane,SRB,9038091.0
2022,lpg_butane,STP,267669.131
2022,lpg_butane,SVK,8176946.1
2022,lpg_butane,SVN,6757093.825999999
2022,lpg_butane,SWE,67310971.042
2022,lpg_butane,SYC,1970.5900000000001
2022,lpg_butane,TGO,2440670.801
2022,lpg_butane,THA,417054104.271
2022,lpg_butane,TUN,447086117.144
2022,lpg_butane,TUR,46598.0
2022,lpg_butane,TZA,110215310.88
2022,lpg_butane,UKR,229860445.85
2022,lpg_butane,URY,18817297.05
2022,lpg_butane,USA,810268035.0
2022,lpg_butane,UZB,309933.0
2022,lpg_butane,VCT,865327.551
2022,lpg_butane,VNM,386724810.686
2022,lpg_butane,WSM,279672.532
2022,lpg_butane,ZAF,90346637.917
2022,lpg_butane,ZMB,714331.93
2022,lpg_butane,ZWE,72812365.93
2022,lpg_propane,AGO,164373.117
2022,lpg_propane,AND,1615205.779
2022,lpg_propane,ARG,7617453.050000001
2022,lpg_propane,ARM,14163638.32
2022,lpg_propane,ATG,15175.795
2022,lpg_propane,AUS,259998337.8
2022,lpg_propane,AZE,11658.06
2022,lpg_propane,BDI,1571.59
2022,lpg_propane,BEL,963589300.16
2022,lpg_propane,BEN,108.314
2022,lpg_propane,BGR,72150561.925
2022,lpg_propane,BHR,679.444
2022,lpg_propane,BIH,14205453.86
2022,lpg_propane,BLZ,13616927.39
2022,lpg_propane,BMU,2311331.07
2022,lpg_propane,BRA,990294668.0
2022,lpg_propane,BRB,7289783.5
2022,lpg_propane,BRN,1549.655
2022,lpg_propane,BWA,26869.675
2022,lpg_propane,CAN,110008425.6
2022,lpg_propane,CHE,23905246.176
2022,lpg_propane,CHL,927272677.883
2022,lpg_propane,CHN,16037337457.0
2022,lpg_propane,CMR,134134.613
2022,lpg_propane,COD,743732.414
2022,lpg_propane,COL,20280323.03
2022,lpg_propane,CYP,25575.656
2022,lpg_propane,CZE,75865822.0
2022,lpg_propane,DEU,757486234.2820001
2022,lpg_propane,DNK,35009693.405
2022,lpg_propane,DOM,533851451.378
2022,lpg_propane,ECU,44351791.97
2022,lpg_propane,ESP,1233556550.034
2022,lpg_propane,EST,8717487.93
2022,lpg_propane,FIN,218464287.868
2022,lpg_propane,FJI,1880081.1719999998
2022,lpg_propane,FRA,1063372633.582
2022,lpg_propane,GBR,219674669.437
2022,lpg_propane,GEO,8290826.98
2022,lpg_propane,GHA,16264.529999999999
2022,lpg_propane,GRC,84801249.093
2022,lpg_propane,GRD,7546009.621
2022,lpg_propane,GTM,513253596.0
2022,lpg_propane,GUY,18587273.533999998
2022,lpg_propane,HKG,111724.14199999999
2022,lpg_propane,HRV,15589437.0
2022,lpg_propane,HUN,128109366.403
2022,lpg_propane,IDN,2413139465.0
2022,lpg_propane,IND,6880074169.936
2022,lpg_propane,IRL,43502670.651
2022,lpg_propane,ISL,3435193.755
2022,lpg_propane,ISR,13440000.0
2022,lpg_propane,ITA,1705284792.037
2022,lpg_propane,JOR,2622.268
2022,lpg_propane,JPN,6833521939.481
2022,lpg_propane,KAZ,155333.36000000002
2022,lpg_propane,KEN,1284.028
2022,lpg_propane,KGZ,12767542.0
2022,lpg_propane,KOR,5224695259.0
2022,lpg_propane,LAO,13518790.12
2022,lpg_propane,LTU,42755694.0
2022,lpg_propane,LUX,6395658.437
2022,lpg_propane,LVA,23108414.448
2022,lpg_propane,MAR,175718904.578
2022,lpg_propane,MDA,33162605.0
2022,lpg_propane,MDG,254.29399999999998
2022,lpg_propane,MEX,2724405662.0
2022,lpg_propane,MKD,9854200.51
2022,lpg_propane,MLT,5637.428
2022,lpg_propane,MMR,10122011.29
