year,layer,country,DE,SR,betweenness,katz,ppr,leontief,debtrank,pivi,z_DE,z_SR,z_betweenness,z_katz,z_ppr,z_leontief,z_debtrank,z_pivi,composite_z,composite_01,rank
2024,ammonia,IND,0.4454325300125568,443946814.087,0.0184178743961352,3.3781311074727096,0.1039401617614762,0.9434918547382468,0.4454325300125568,0.243460428484951,4.26232910090558,12.62751520937594,1.5818147389832347,0.9639079549408559,8.646855701692793,3.7586777697759834,3.6946356758966443,3.0635301134178903,4.824908283123614,0.9999999999998087,1
2024,ammonia,KOR,0.4262444866099963,208465235.0,0.0178836863619472,4.898452643209547,0.0375127250165289,0.7264039463842831,0.4262444866099963,0.0178373010716288,4.06863063461454,5.865644211503212,1.5271846607277755,1.7915170390876523,2.9300618948708945,2.7437997346734218,3.5187088224812606,-0.11137017938025169,2.7917721023223137,0.6111882648465176,2
2024,ammonia,OMN,0.7064248422749448,215357.608,0.0,1.7204612342568917,0.0021178181328787,0.9489485833748812,0.7064248422749448,0.1287439680823641,6.896980771134283,-0.11426645372663159,-0.3017353504333675,0.06153131069699562,-0.11604968764294253,3.7841877766613305,6.08756106691385,1.4492748378329008,2.2184355339295525,0.501544853800748,3
2024,ammonia,PAK,0.7637408545957658,144630.946,0.0,1.4038932910397932,0.0010780000002954,0.773669320257432,0.7637408545957658,5.839565124487411e-05,7.475571482419619,-0.11629737506837041,-0.3017353504333675,-0.11079704182427547,-0.20553719689905534,2.9647636295696596,6.61306674179542,-0.36154955005000894,1.9946856674387028,0.45875550468969273,4
2024,ammonia,ZAF,0.2558930517958734,15768433.468,0.0070837978446674,2.8307516935074317,0.0014030280928017,0.9426997528059048,0.2558930517958734,0.4362365083022029,2.348975797395933,0.332341272419937,0.4227069916499426,0.6659340298046474,-0.17756504145645524,3.754974722200503,1.9568303509303098,5.776216703986496,1.8850518533664142,0.4377894160019592,5
2024,ammonia,CHN,0.2344906764580414,47720367.0,0.0225055741360089,5.166652168034483,0.0397928597651107,0.4994458542354465,0.2344906764580414,0.0085605832540285,2.132924207822707,1.2498434121357795,1.9998535986772157,1.9375153413490187,3.126291959557281,1.6827789511709417,1.7606012477431994,-0.24190934197837577,1.7059874220597209,0.40354559461014605,6
2024,ammonia,YEM,0.1194116237271888,9156.773,0.0,3.463802703426703,0.0011136928089931,0.933410508336208,0.1194116237271888,0.4532623267280716,0.9712301492603114,-0.12018752598769582,-0.3017353504333675,1.010544531084938,-0.20246544766846938,3.711547843907394,0.7054912911824219,6.015798862629275,1.4737780442468509,0.3591384703068913,7
2024,ammonia,MAR,0.2845866323018067,62919000.189,0.0,3.329839347875166,0.0082743481999882,0.6135096694754993,0.2845866323018067,0.1074514132716145,2.638630267098462,1.6862732907125475,-0.3017353504333675,0.9376196350079343,0.41378579425741085,2.2160231173931213,2.219909354126447,1.1496524574586195,1.3700198207026468,0.3392960144430911,8
2024,ammonia,DEU,0.0,0.0,0.097918989223337,2.945892521704077,0.008977271246242,0.1396183796560365,9.37630289019414e-05,9.37630289019414e-05,-0.2342001224990684,-0.12045046340311008,9.712195515872331,0.7286126100469152,0.4742798659002062,0.0005986623377303988,-0.38848245843415297,-0.36105187102673564,1.2264377173492647,0.3118377422088203,9
2024,ammonia,NAM,0.0,0.0,0.0044593088071348,3.320394532235873,0.001131096094654,0.913161364109004,0.2558760964874332,0.2558760964874332,-0.2342001224990684,-0.12045046340311008,0.15430704196005154,0.9324782125933778,-0.2009677081716619,3.6168838349276506,1.956674895056045,3.238239632022133,1.1678706653106772,0.3006375297779139,10
2024,ammonia,TUR,0.08879130224147,32305349.0,0.0180694908955778,1.5408678694113631,0.0452056623364722,0.3091425084787542,0.08879130224147,0.1331136010378465,0.6621257145512018,0.8072000276722497,1.5461864270774994,-0.03623294291966648,3.5921217090374573,0.7931177670017735,0.42474683503682387,1.5107629889317333,1.162503565798634,0.29961113946834034,11
2024,ammonia,ESP,0.0,0.0,0.013052768487551,2.662996549114153,0.0604564843133118,0.2740931675273758,0.1228313695256517,0.1228313695256517,-0.2342001224990684,-0.12045046340311008,1.0331387356348878,0.5746140832349588,4.904618606379677,0.6292633794125019,0.7368454582114464,1.366074542259852,1.111238027403893,0.28980724973136707,12
2024,ammonia,MWI,0.0,0.0,0.0,3.3203378458121664,9.893196242669012e-07,0.9132219596344756,0.2558930517958734,0.2558930517958734,-0.2342001224990684,-0.12045046340311008,-0.3017353504333675,0.9324473545162509,-0.29822552405492886,3.6171671167939374,1.9568303509303098,3.23847822198562,1.0987889479794553,0.28742651979414807,13
2024,ammonia,ARM,0.4469046059725773,7895.2,0.0,1.3313467774375094,6.045488107182292e-05,0.4711501616794508,0.4469046059725773,0.0112177545014379,4.277189337029594,-0.12022375214990126,-0.3017353504333675,-0.1502887889771764,-0.2931078743297431,1.5504976229254628,3.708132502342236,-0.2045184332176776,1.0582431578986784,0.2796726471596771,14
2024,ammonia,MYS,0.0,0.0,0.0076179858788554,4.173181306909147,0.0489475138777776,0.3485364189497468,0.1126939746390648,0.1126939746390648,-0.2342001224990684,-0.12045046340311008,0.4773370699054019,1.3967050652491146,3.914148190346911,0.9772828582634178,0.6439000782782093,1.2234241927029355,1.0347683586054763,0.27518338690659955,15
2024,ammonia,DOM,0.0,0.0,0.0022528799702712,3.735254013347189,0.003202991927848,0.6230413519643888,0.2520740273819805,0.2520740273819805,-0.2342001224990684,-0.12045046340311008,-0.07133893344294505,1.1583129897385611,-0.02265883689815917,2.260583384562737,1.9218153713330124,3.184738067468304,1.0096001821074165,0.27037028955126247,16
2024,ammonia,BFA,0.0,0.0,0.0,3.489499298013073,4.1533579840722966e-05,0.60687051447001,0.2730093652414349,0.2730093652414349,-0.2342001224990684,-0.12045046340311008,-0.3017353504333675,1.0245328451431281,-0.2947362553571533,2.18498531046135,2.1137624103057453,3.4793337991285913,0.9814365216682644,0.2649843435497019,17
2024,ammonia,NGA,0.0,0.0,0.0,3.6022339947707245,0.0053348885513531,0.5633453976615164,0.2540672166933981,0.2540672166933981,-0.2342001224990684,-0.12045046340311008,-0.3017353504333675,1.0859016128294638,0.16081374628811743,1.9815069806034316,1.940090060234961,3.212785623589753,0.9655890109012726,0.2619537063413541,18
2024,ammonia,ZWE,0.0,0.0,0.0,4.111165789402237,0.00029022540145,0.7428656504036439,0.2214713185152691,0.2214713185152691,-0.2342001224990684,-0.12045046340311008,-0.3017353504333675,1.3629460185998752,-0.2733336552381398,2.820757599145397,1.6412323976573762,2.7541060198797234,0.9561653054635857,0.2601515411458302,19
