period_dt,total_index,energy,non_energy,agriculture,beverages,food,oils_meals,grains,other_food,raw_materials,timber,other_raw_mat,fertilizers,metals_minerals,base_metals_ex_iron,precious_metals
2019-11-01,78.4012115167,76.6176460807,82.01911620789,85.2352396224,80.40910182325,89.90604829952,80.89629080904,88.1803214394,103.32127036948,76.34121147822,86.2182599227,65.53986034784,75.04271287283,76.2153055275,80.38916783644,111.38444355349
2019-12-01,80.55950900397,79.07866333164,83.56335646408,87.13980018111,82.11749129205,92.16671071364,85.56464718966,89.86775013209,102.93324311563,77.48034899526,87.25719108343,66.78858161817,72.6279055745,77.46999671243,80.71317038756,111.93456120679
2020-01-01,78.77483718152,76.05782805784,84.28620214529,88.16138231944,80.62281589847,93.87050823628,87.88087431321,93.63770070462,101.96116327692,78.12391607084,87.07529477237,68.33485965386,72.27557340485,77.70223174562,80.50375581915,118.02589487092
2020-02-01,71.18922193104,66.30874082927,81.08911969592,85.58768274196,79.52422014951,90.51275431347,83.14762682995,91.86284469549,98.98024910724,76.70506367521,86.36416420804,66.14205620945,70.93576397677,73.01586884976,76.01569813509,120.19995740793
2020-03-01,54.31084215375,42.6472477596,77.97006542815,82.77713128595,75.98990230085,88.03062978073,80.8441090962,92.49172734916,93.44723760909,73.46459985889,84.00491072287,61.93791764152,72.725842118,68.70687148292,70.49626160379,116.64542073872
2020-04-01,46.24391465087,31.63231012178,75.88308095488,81.12386249988,77.21923740645,85.62447867714,77.78417569809,94.52675485311,87.8812880909,72.17475553839,84.08508779211,59.14984415167,72.21288493112,65.55173456341,67.28659159242,122.60042083515
2020-05-01,51.55367349897,39.24687580089,76.51761383264,81.14935184568,77.88602250768,85.43117587786,75.17095219084,88.23017027558,96.39597547517,72.40572728537,83.62777314007,60.13351273066,67.81683016364,68.00635609756,68.8902494458,125.87291204384
2020-06-01,58.79266884443,48.5231595002,79.62403576981,83.15311065121,77.32914144193,88.31757642,80.13489951544,88.91421285271,98.54261999938,73.56708986025,84.64047437797,61.45744849828,68.24246353544,73.67846260715,74.34298818183,128.33983415497
2020-07-01,61.678755761,51.6497454882,82.02227811327,84.00925352675,78.41468930339,89.20199805726,83.75408598866,90.12675638088,95.53220168925,74.23787938026,85.53419058028,61.88444966537,71.95850510192,79.08970395683,80.18022192097,138.44493266524
2020-08-01,64.56366406141,54.30174528329,85.37963376941,86.69999572707,85.61373087423,91.16760818154,88.23719949058,91.06280821514,95.11769740267,76.39798836893,88.01490950348,63.69394576619,78.2544396031,83.4806021787,83.59175594434,152.32680981038
2020-09-01,63.20110381243,51.16881771972,87.60820625004,89.2670749652,87.10075409862,95.15748562971,94.40677556358,97.65313830655,93.88618807651,76.05747625405,87.35792893045,63.69951749987,79.59897503855,85.11530461915,85.1793538018,148.10864147656
2020-10-01,63.95777515253,51.62079340516,88.98294285206,91.19436987843,81.44723576201,98.80439155409,100.95668803437,102.75976173047,92.39265797159,77.661571094,87.40943045852,67.00149866876,79.77601808965,85.49279171456,86.27728271243,145.24923339314
2020-11-01,67.66744877972,55.30181595459,92.75073426206,94.66059171436,81.17131033054,103.99943529101,110.12867863842,104.79739342717,95.21356755351,78.83032236107,88.76749620161,67.96321924838,80.01506656742,90.27961371441,91.44694054395,143.02153000328
2020-12-01,74.84648480042,63.74668437007,97.36207028875,97.12495259627,82.20178510364,107.34149661,114.99752638071,108.11468997688,96.56941250388,79.89135836298,90.04497256612,68.78756021246,81.48602774224,99.65051284839,98.04462612988,143.59335862984
2021-01-01,80.43740021339,69.882566118,101.84753915066,102.2317064914,82.57335840953,115.02362546594,123.16325003218,119.95391235965,99.8525539201,81.14882572841,91.08246438834,70.28558862156,86.16996104782,102.83930165922,99.71165173056,145.12204817942
2021-02-01,88.39354747538,80.38194347312,104.64482658112,103.75044900146,83.37266272495,116.63489889977,123.587782558,123.17752272073,101.56569854605,82.80857965199,91.79980188632,72.97595111016,105.40850987147,106.39235642069,105.01976354341,142.94968804823
2021-03-01,88.94587212078,80.76523673477,105.54002591106,102.93625882051,83.44706829571,115.31038389882,122.47884299598,119.44003238595,102.14166637109,82.78242179302,91.13641836154,73.64665104269,111.34130941277,110.22138894177,109.04085835044,135.63916265706
2021-04-01,90.06397316197,80.80171766567,108.85215829652,105.62110032795,84.15039948395,119.84035418804,125.02693848377,123.65256436555,109.56630830186,81.99196568283,90.9556095813,72.18949628123,110.22171376656,115.32305325422,113.47181402112,138.38816888746
2021-05-01,96.10957595079,86.28486080925,116.03869224942,111.24491793638,88.85882697791,127.64371550365,133.56125897246,133.67757035049,114.39711291045,82.7859001973,92.13047667422,72.56685021903,116.71356304588,125.79331317163,121.93120772412,145.83627157272
2021-06-01,100.74100717389,93.91895277955,114.57932344683,108.69329434627,89.97233275618,123.37953651006,125.66909315166,127.99574638354,116.18906839829,82.53138887355,91.70347863147,72.50096706975,135.52292685902,124.27319007871,118.98835771988,144.17816247738
2021-07-01,103.80242760001,98.28941653097,114.98539190663,108.22943233561,92.59431792447,122.27763244512,126.11024226671,122.74187383478,116.81526559551,82.04859395724,90.53679528508,72.76605945085,153.04351839274,124.52060140874,119.33949889074,141.16575223115
