period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2024-10-01,bohai,chokepoint17,Bohai Strait,624,2951,616,71,1053,4262,5315,12196135,156746479,2180718,116001,22604714,171239374,193844104,31
2024-10-01,bosporus,chokepoint3,Bosporus Strait,263,731,1291,24,742,2309,3051,1869522,17289964,2989444,9477,13342748,22158442,35501204,31
2024-10-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,634,1222,151,119,628,2126,2754,37626351,92685530,1570124,574145,41724404,132456198,174180618,31
2024-10-01,dover,chokepoint9,Dover Strait,1091,768,1255,328,1871,3442,5313,29575643,30863545,3733005,845519,45580556,65017757,110598324,31
2024-10-01,gibraltar,chokepoint8,Gibraltar Strait,1004,832,679,150,1315,2665,3980,30716178,30757040,2634967,365049,40217733,64473274,104691018,31
2024-10-01,hormuz,chokepoint6,Strait of Hormuz,609,472,148,124,1765,1353,3118,15244214,17098434,759293,257189,79188586,33359176,112547778,31
2024-10-01,kerch,chokepoint28,Kerch Strait,0,3,6,0,2,9,11,0,35058,13182,0,7225,48240,55465,31
2024-10-01,korea,chokepoint12,Korea Strait,1853,1344,1817,299,1957,5313,7270,31727166,37793331,4359973,468692,29042402,74349212,103391628,31
2024-10-01,lombok,chokepoint15,Lombok Strait,8,763,55,4,240,830,1070,80818,75483224,227177,12274,3669092,75803517,79472623,31
2024-10-01,luzon,chokepoint14,Luzon Strait,255,986,135,76,704,1452,2156,6174622,82676248,1102622,184474,42681715,90138001,132819732,31
2024-10-01,magellan,chokepoint21,Magellan Strait,10,51,10,5,34,76,110,213177,2003814,143498,12152,1278304,2372647,3650957,31
2024-10-01,makassar,chokepoint20,Makassar Strait,53,1328,72,2,154,1455,1609,465162,86053170,246943,6564,1600141,86771868,88372024,31
2024-10-01,malacca,chokepoint5,Malacca Strait,1834,1887,536,210,2543,4467,7010,53989811,102896005,2865739,597452,111563273,160349053,271912337,31
2024-10-01,mindoro,chokepoint27,Mindoro Strait,59,1049,96,2,103,1206,1309,697293,59956532,460360,0,1311752,61114220,62425981,31
2024-10-01,mona,chokepoint24,Mona Passage,98,86,38,27,71,249,320,2052333,4391868,220971,61603,2345867,6726804,9072685,31
2024-10-01,ombai,chokepoint16,Ombai Strait,42,163,28,3,123,236,359,624058,10264159,140394,4762,2475370,11033393,13508773,31
2024-10-01,oresund,chokepoint10,Oresund Strait,164,170,638,59,387,1031,1418,350190,683976,1092211,30702,893786,2157118,3050917,31
2024-10-01,panama,chokepoint2,Panama Canal,253,183,40,63,358,539,897,9077261,8178434,284919,246516,9279334,17787168,27066514,31
2024-10-01,suez,chokepoint1,Suez Canal,279,309,118,12,441,718,1159,5891946,12976293,600241,9881,17012809,19478395,36491224,31
2024-10-01,sunda,chokepoint19,Sunda Strait,125,379,126,27,378,657,1035,2894785,27555909,620939,95450,8574337,31167116,39741466,31
2024-10-01,taiwan,chokepoint11,Taiwan Strait,2459,1746,733,149,1432,5087,6519,51830490,79998713,4577930,324374,22384925,136731550,159116493,31
2024-10-01,torres,chokepoint18,Torres Strait,46,146,33,7,60,232,292,988624,3865159,155566,31887,935117,5041258,5976386,31
2024-10-01,tsugaru,chokepoint13,Tsugaru Strait,347,447,259,88,409,1141,1550,13728958,14770660,573845,230643,5335175,29304149,34639342,31
2024-10-01,windward,chokepoint23,Windward Passage,211,52,57,47,75,367,442,4995410,1888426,195700,127091,1260873,7206656,8467543,31
2024-10-01,yucatan,chokepoint22,Yucatan Channel,311,267,98,24,828,700,1528,3467047,10390353,498107,77748,24812407,14433297,39245714,31
2024-11-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,217,283,128,20,341,648,989,2716994,12386814,786872,26406,14892828,15917116,30809963,30
2024-11-01,balabac,chokepoint25,Balabac Strait,29,147,51,2,112,229,341,351840,6468930,199470,2347,1239222,7022610,8261841,30
2024-11-01,bering,chokepoint26,Bering Strait,2,1,8,0,16,11,27,5894,72147,31973,0,23933,110014,133948,30
2024-11-01,bohai,chokepoint17,Bohai Strait,603,2863,566,59,1051,4091,5142,11709619,163648314,2086768,124040,23685803,177568783,201254600,30
2024-11-01,bosporus,chokepoint3,Bosporus Strait,290,687,1169,24,706,2170,2876,2131770,14635420,2655468,13167,12011026,19435867,31446903,30
2024-11-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,574,1200,128,96,510,1998,2508,34595051,84309568,1293494,460329,29570171,120658484,150228670,30
2024-11-01,dover,chokepoint9,Dover Strait,1031,734,1258,304,1917,3327,5244,27366746,27468265,3802497,758561,49264987,59396119,108661123,30
2024-11-01,gibraltar,chokepoint8,Gibraltar Strait,958,779,635,158,1308,2530,3838,29058913,30258559,2437238,385884,37616137,62140646,99756796,30
2024-11-01,hormuz,chokepoint6,Strait of Hormuz,530,466,141,103,1631,1240,2871,12982297,17789211,746496,197042,78888787,31715089,110603887,30
2024-11-01,kerch,chokepoint28,Kerch Strait,1,33,72,0,50,106,156,597,718808,125800,0,350653,845209,1195863,30
2024-11-01,korea,chokepoint12,Korea Strait,1660,1242,1751,249,1769,4902,6671,27175449,35282788,4203189,378499,24514770,67039971,91554756,30
2024-11-01,lombok,chokepoint15,Lombok Strait,7,776,55,9,243,847,1090,54166,81296801,245130,17314,4858006,81613424,86471448,30
2024-11-01,luzon,chokepoint14,Luzon Strait,254,915,135,69,682,1373,2055,6272812,81568259,840153,149674,45731545,88830933,134562492,30
2024-11-01,magellan,chokepoint21,Magellan Strait,14,53,6,4,30,77,107,250510,2259365,56177,10196,981104,2576255,3557365,30
2024-11-01,makassar,chokepoint20,Makassar Strait,43,1312,73,3,139,1431,1570,408916,86858583,234924,11092,1769998,87513542,89283553,30
2024-11-01,malacca,chokepoint5,Malacca Strait,1754,1717,506,200,2404,4177,6581,51384916,90985290,3129139,587594,99789876,146086983,245876869,30
2024-11-01,mindoro,chokepoint27,Mindoro Strait,50,935,83,2,83,1070,1153,668776,60487650,401612,0,1146762,61558065,62704841,30
2024-11-01,mona,chokepoint24,Mona Passage,92,105,33,25,63,255,318,1816838,4755496,192581,65584,1516516,6830532,8347058,30
2024-11-01,ombai,chokepoint16,Ombai Strait,36,188,34,3,100,261,361,585935,13782564,114760,8231,1912171,14491516,16403699,30
2024-11-01,oresund,chokepoint10,Oresund Strait,177,175,617,67,357,1036,1393,394956,682423,1097874,40624,778746,2215914,2994673,30
2024-11-01,panama,chokepoint2,Panama Canal,242,192,37,72,379,543,922,8212601,8343950,256676,290185,9182539,17103451,26286003,30
2024-11-01,suez,chokepoint1,Suez Canal,267,274,116,21,399,678,1077,5420929,12094682,565875,21191,15840512,18102707,33943232,30
2024-11-01,sunda,chokepoint19,Sunda Strait,106,353,115,29,360,603,963,2360395,25283037,693345,77558,6677047,28414367,35091428,30
2024-11-01,taiwan,chokepoint11,Taiwan Strait,2604,1918,849,199,1508,5570,7078,52479556,96541104,4996695,376742,27702241,154394140,182096400,30
2024-11-01,torres,chokepoint18,Torres Strait,38,160,40,9,58,247,305,857723,3902517,122684,31949,935305,4914901,5850213,30
2024-11-01,tsugaru,chokepoint13,Tsugaru Strait,234,382,171,53,340,840,1180,10211957,12235309,410115,158564,2898539,23015988,25914542,30
2024-11-01,windward,chokepoint23,Windward Passage,211,48,66,60,54,385,439,5266134,1629018,194987,182760,846488,7272937,8119433,30
2024-11-01,yucatan,chokepoint22,Yucatan Channel,299,266,97,26,869,688,1557,3631853,10155252,547503,49139,24720955,14383782,39104751,30
2024-12-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,193,292,141,8,351,634,985,2565857,13045086,969461,24815,16002725,16605256,32607994,31
2024-12-01,balabac,chokepoint25,Balabac Strait,31,140,46,1,104,218,322,261070,5602674,166043,0,842455,6029801,6872264,31
2024-12-01,bering,chokepoint26,Bering Strait,0,1,2,0,2,3,5,0,109461,4702,0,71923,114163,186087,31
2024-12-01,bohai,chokepoint17,Bohai Strait,633,3030,634,62,1178,4359,5537,12953881,168453013,2595444,143878,24634045,184146259,208780319,31
2024-12-01,bosporus,chokepoint3,Bosporus Strait,253,623,1097,24,737,1997,2734,1824407,14453244,2727817,14281,13738811,19019786,32758612,31
2024-12-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,587,1161,143,94,522,1985,2507,35711877,86881287,1394408,438792,33610468,124426405,158036890,31
2024-12-01,dover,chokepoint9,Dover Strait,1076,706,1160,342,1904,3284,5188,27726208,28617562,3592590,790035,47043350,60726446,107769812,31
2024-12-01,gibraltar,chokepoint8,Gibraltar Strait,963,842,695,153,1394,2653,4047,29716433,32695764,2825871,351213,41486416,65589323,107075754,31
2024-12-01,hormuz,chokepoint6,Strait of Hormuz,477,413,115,103,1407,1108,2515,12205113,16256669,537692,183330,68425534,29182841,97608392,31
2024-12-01,kerch,chokepoint28,Kerch Strait,0,102,210,1,115,313,428,0,496391,309222,838,613113,806457,1419578,31
2024-12-01,korea,chokepoint12,Korea Strait,1673,1275,1709,271,1795,4928,6723,27849604,39033717,4175707,420382,22038905,71479455,93518377,31
2024-12-01,lombok,chokepoint15,Lombok Strait,8,886,36,7,224,937,1161,43937,88598210,116851,10254,3882012,88769266,92651295,31
2024-12-01,luzon,chokepoint14,Luzon Strait,274,1136,182,82,736,1674,2410,6523202,102605346,1207470,150519,49054310,110486578,159540905,31
2024-12-01,magellan,chokepoint21,Magellan Strait,13,61,6,6,27,86,113,277268,2626896,43562,20158,774982,2967892,3742877,31
2024-12-01,makassar,chokepoint20,Makassar Strait,61,1455,91,3,149,1610,1759,563244,104830220,263546,1939,1765926,105658973,107424911,31
2024-12-01,malacca,chokepoint5,Malacca Strait,1887,1858,555,207,2501,4507,7008,56533982,100481895,3142022,579891,108046099,160737835,268783949,31
2024-12-01,mindoro,chokepoint27,Mindoro Strait,60,1028,94,0,83,1182,1265,628739,71879713,423088,0,863340,72931568,73794919,31
2024-12-01,mona,chokepoint24,Mona Passage,92,110,31,24,65,257,322,1921471,5794814,237350,34170,2036814,7987831,10024655,31
2024-12-01,ombai,chokepoint16,Ombai Strait,46,145,26,5,122,222,344,651606,16778022,94567,7681,2651464,17531899,20183376,31
2024-12-01,oresund,chokepoint10,Oresund Strait,143,191,551,77,356,962,1318,326975,685705,944262,41006,758641,1997983,2756641,31
2024-12-01,panama,chokepoint2,Panama Canal,247,173,44,79,405,543,948,9399025,7220128,372855,313046,10240734,17305092,27545843,31
2024-12-01,suez,chokepoint1,Suez Canal,273,290,120,12,408,695,1103,5747296,13437621,602947,22862,17119818,19810760,36930596,31
2024-12-01,sunda,chokepoint19,Sunda Strait,115,403,117,30,389,665,1054,2234946,25627305,478158,77820,8103331,28418266,36521612,31
2024-12-01,taiwan,chokepoint11,Taiwan Strait,2767,1963,930,179,1535,5839,7374,56998940,89906296,4935681,341754,21593151,152182718,173775883,31
2024-12-01,torres,chokepoint18,Torres Strait,34,165,30,7,70,236,306,790931,4372832,90142,12116,1460851,5266037,6726902,31
2024-12-01,tsugaru,chokepoint13,Tsugaru Strait,232,410,135,58,401,835,1236,9486467,14903674,367217,151534,2730265,24908935,27639212,31
2024-12-01,windward,chokepoint23,Windward Passage,214,39,61,55,52,369,421,5170701,1287181,314358,173422,529009,6945702,7474717,31
2024-12-01,yucatan,chokepoint22,Yucatan Channel,298,243,102,26,850,669,1519,3691169,8739582,618485,48944,22298752,13098216,35396984,31
2025-01-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,229,300,122,14,326,665,991,3123518,14533657,803945,20864,14629248,18482017,33111281,31
2025-01-01,balabac,chokepoint25,Balabac Strait,30,140,48,0,107,218,325,218600,6600325,164637,0,1181071,6983578,8164662,31
2025-01-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2025-01-01,bohai,chokepoint17,Bohai Strait,634,2726,552,61,1059,3973,5032,12020907,145575802,1941024,102877,18405023,159640651,178045687,31
2025-01-01,bosporus,chokepoint3,Bosporus Strait,306,626,1157,28,715,2117,2832,2094982,16790895,2651260,13966,14696087,21551139,36247237,31
2025-01-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,617,1274,135,107,481,2133,2614,37411529,83712215,1502586,433253,31458773,123059625,154518409,31
2025-01-01,dover,chokepoint9,Dover Strait,1014,725,1188,292,1786,3219,5005,27312658,28947906,3594825,633641,43130643,60489075,103619740,31
2025-01-01,gibraltar,chokepoint8,Gibraltar Strait,929,747,624,143,1427,2443,3870,28452647,28460802,2456121,335701,43692337,59705314,103397666,31
2025-01-01,hormuz,chokepoint6,Strait of Hormuz,479,368,100,92,1339,1039,2378,13041151,13124414,428757,173070,65674814,26767438,92442267,31
2025-01-01,kerch,chokepoint28,Kerch Strait,1,53,135,0,72,189,261,1478,536284,203992,0,512674,741760,1254440,31
2025-01-01,korea,chokepoint12,Korea Strait,1713,1227,1621,233,1832,4794,6626,30758703,34996093,3803223,412040,25173648,69970110,95143774,31
2025-01-01,lombok,chokepoint15,Lombok Strait,7,818,48,5,216,878,1094,12425,76146951,175997,7483,3747950,76342873,80090833,31
2025-01-01,luzon,chokepoint14,Luzon Strait,254,1040,167,77,711,1538,2249,5357089,86465330,1091934,103570,44924092,93017969,137942077,31
2025-01-01,magellan,chokepoint21,Magellan Strait,10,58,6,3,22,77,99,197082,2496996,54743,8625,881041,2757454,3638499,31
2025-01-01,makassar,chokepoint20,Makassar Strait,39,1339,100,1,154,1479,1633,459517,87753096,365425,0,1331973,88578064,89910052,31
2025-01-01,malacca,chokepoint5,Malacca Strait,1875,1943,524,203,2478,4545,7023,55669361,97719827,3099807,526245,101494987,157015282,258510282,31
2025-01-01,mindoro,chokepoint27,Mindoro Strait,51,975,114,1,84,1141,1225,560444,61635726,495174,0,985870,62691369,63677254,31
2025-01-01,mona,chokepoint24,Mona Passage,88,84,38,20,75,230,305,1725762,4136115,168920,32034,1739579,6062859,7802447,31
2025-01-01,ombai,chokepoint16,Ombai Strait,42,130,18,2,124,192,316,631027,25526062,90528,671,2176259,26248304,28424573,31
2025-01-01,oresund,chokepoint10,Oresund Strait,149,193,569,76,393,987,1380,336242,1308052,1000004,54721,1132789,2699059,3831864,31
2025-01-01,panama,chokepoint2,Panama Canal,241,164,39,69,383,513,896,9257325,6580977,339343,268137,9799157,16445822,26244994,31
2025-01-01,suez,chokepoint1,Suez Canal,284,302,140,17,404,743,1147,6134031,14039807,723578,23557,17619559,20921010,38540587,31
2025-01-01,sunda,chokepoint19,Sunda Strait,100,383,118,29,374,630,1004,2104091,27067561,625163,104321,10655851,29901170,40557039,31
2025-01-01,taiwan,chokepoint11,Taiwan Strait,2752,1841,832,184,1649,5609,7258,55656982,88543245,4436642,433004,26828216,149069923,175898154,31
2025-01-01,torres,chokepoint18,Torres Strait,40,159,28,4,53,231,284,889358,4187705,70618,671,1189701,5148374,6338086,31
2025-01-01,tsugaru,chokepoint13,Tsugaru Strait,228,408,125,45,375,806,1181,9621718,13661993,293690,123733,3398707,23701174,27099897,31
2025-01-01,windward,chokepoint23,Windward Passage,240,47,51,59,45,397,442,5559186,1605551,122244,169360,928764,7456370,8385144,31
2025-01-01,yucatan,chokepoint22,Yucatan Channel,302,223,106,24,777,655,1432,3446470,7785740,545099,43767,21974524,11821109,33795648,31
2025-02-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,203,247,125,17,296,592,888,2671719,12199472,854655,30140,14170195,15756019,29926227,28
2025-02-01,balabac,chokepoint25,Balabac Strait,28,106,47,0,97,181,278,272534,4199647,236538,0,1116021,4708739,5824770,28
2025-02-01,bering,chokepoint26,Bering Strait,0,0,0,0,2,0,2,0,0,0,0,11609,0,11609,28
2025-02-01,bohai,chokepoint17,Bohai Strait,529,2364,495,43,905,3431,4336,9741103,128078925,1791513,57503,19140375,139669084,158809474,28
2025-02-01,bosporus,chokepoint3,Bosporus Strait,245,545,910,16,610,1716,2326,1701703,14320753,2285013,11482,13476213,18318985,31795212,28
2025-02-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,561,1243,122,85,444,2011,2455,34388794,76814262,1116698,352306,28644675,112672098,141316788,28
2025-02-01,dover,chokepoint9,Dover Strait,1056,709,1209,285,1881,3259,5140,29188560,28774840,3762808,732226,48077977,62458478,110536471,28
2025-02-01,gibraltar,chokepoint8,Gibraltar Strait,954,814,639,147,1328,2554,3882,28965237,30927990,2695137,377342,40013995,62965755,102979759,28
2025-02-01,hormuz,chokepoint6,Strait of Hormuz,440,378,111,70,1354,999,2353,10682527,15156323,485993,99713,61447072,26424592,87871678,28
2025-02-01,kerch,chokepoint28,Kerch Strait,0,30,67,0,52,97,149,0,260043,72723,0,499053,332769,831824,28
2025-02-01,korea,chokepoint12,Korea Strait,1484,1089,1405,232,1617,4210,5827,24881838,31657938,3336821,356974,22020598,60233614,82254225,28
2025-02-01,lombok,chokepoint15,Lombok Strait,9,684,40,6,202,739,941,67591,65328589,173660,12932,3238704,65582786,68821504,28
2025-02-01,luzon,chokepoint14,Luzon Strait,199,759,126,67,562,1151,1713,4546311,61770229,884672,104096,35028873,67305344,102334230,28
2025-02-01,magellan,chokepoint21,Magellan Strait,10,59,6,6,28,81,109,181719,1972815,100739,18511,783010,2273792,3056810,28
2025-02-01,makassar,chokepoint20,Makassar Strait,44,1076,63,4,141,1187,1328,415357,74893802,274586,5165,2188843,75588928,77777788,28
2025-02-01,malacca,chokepoint5,Malacca Strait,1684,1654,474,188,2172,4000,6172,47669482,88952286,2772314,480421,95207545,139874550,235082110,28
2025-02-01,mindoro,chokepoint27,Mindoro Strait,55,742,78,2,76,877,953,505717,46619403,348958,3226,1325483,47477325,48802819,28
2025-02-01,mona,chokepoint24,Mona Passage,79,82,22,17,60,200,260,1800262,4296971,166427,33329,1338604,6297010,7635626,28
2025-02-01,ombai,chokepoint16,Ombai Strait,32,105,23,4,114,164,278,514291,14778468,90679,9104,2017890,15392558,17410462,28
2025-02-01,oresund,chokepoint10,Oresund Strait,151,164,546,66,327,927,1254,351098,757743,959680,59457,1024957,2128006,3152978,28
2025-02-01,panama,chokepoint2,Panama Canal,217,185,42,56,364,500,864,7873620,7995835,344046,217789,8834450,16431329,25265790,28
2025-02-01,suez,chokepoint1,Suez Canal,262,233,106,10,342,611,953,5802840,12433882,623683,20315,14102061,18880748,32982829,28
2025-02-01,sunda,chokepoint19,Sunda Strait,89,329,120,22,303,560,863,2103585,21546614,497199,47756,7388064,24195188,31583267,28
2025-02-01,taiwan,chokepoint11,Taiwan Strait,2374,1525,787,161,1426,4847,6273,45814500,74286281,4478563,346903,22176809,124926291,147103115,28
2025-02-01,torres,chokepoint18,Torres Strait,34,132,33,4,64,203,267,742423,3317273,53279,9139,1249408,4122134,5371556,28
2025-02-01,tsugaru,chokepoint13,Tsugaru Strait,244,331,119,45,382,739,1121,9084822,12032878,275949,103265,3954190,21496954,25451158,28
2025-02-01,windward,chokepoint23,Windward Passage,214,57,72,43,45,386,431,5147130,2278825,207348,108289,914599,7741623,8656229,28
2025-02-01,yucatan,chokepoint22,Yucatan Channel,284,231,106,21,721,642,1363,3494825,8844318,609908,62374,20674323,13011450,33685787,28
2025-03-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,223,294,115,16,367,648,1015,2947769,14568327,654614,26846,20139459,18197582,38337057,31
2025-03-01,balabac,chokepoint25,Balabac Strait,24,142,37,1,106,204,310,159977,5732378,104108,824,1049977,5997306,7047294,31
2025-03-01,bering,chokepoint26,Bering Strait,0,0,1,0,0,1,1,0,0,585,0,0,585,585,31
2025-03-01,bohai,chokepoint17,Bohai Strait,653,2795,615,52,1097,4115,5212,13660878,145959003,2483240,87766,21920604,162190927,184111543,31
2025-03-01,bosporus,chokepoint3,Bosporus Strait,295,606,1153,19,683,2073,2756,1999709,15336446,2655069,12314,15402341,20003572,35405935,31
2025-03-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,597,1232,110,103,459,2042,2501,35819315,85482379,1067668,481303,34511733,122850711,157362459,31
2025-03-01,dover,chokepoint9,Dover Strait,1132,773,1352,342,1931,3599,5530,30384755,29162762,4288679,833081,46689877,64669327,111359221,31
2025-03-01,gibraltar,chokepoint8,Gibraltar Strait,1043,844,695,172,1481,2754,4235,32729260,32500418,2825862,434186,45886838,68489772,114376627,31
2025-03-01,hormuz,chokepoint6,Strait of Hormuz,563,440,139,97,1696,1239,2935,13929419,19005043,768636,214388,80326525,33917524,114244068,31
2025-03-01,kerch,chokepoint28,Kerch Strait,1,56,179,0,114,236,350,0,387240,230647,0,1025244,617892,1643147,31
2025-03-01,korea,chokepoint12,Korea Strait,1803,1214,1728,257,1893,5002,6895,31163390,34242125,4286374,359372,24431207,70051313,94482534,31
2025-03-01,lombok,chokepoint15,Lombok Strait,4,865,40,8,251,917,1168,5786,90981009,187501,14553,3637687,91188864,94826567,31
2025-03-01,luzon,chokepoint14,Luzon Strait,221,912,144,69,662,1346,2008,5385566,78734564,994110,160125,43083835,85274401,128358255,31
2025-03-01,magellan,chokepoint21,Magellan Strait,9,54,5,5,33,73,106,192134,2256343,69814,14496,752564,2532794,3285361,31
2025-03-01,makassar,chokepoint20,Makassar Strait,47,1192,60,3,154,1302,1456,489760,93068699,236087,0,1701208,93794573,95495795,31
2025-03-01,malacca,chokepoint5,Malacca Strait,1816,1888,555,214,2485,4473,6958,54357346,102082475,3156469,644076,107739106,160240412,267979530,31
2025-03-01,mindoro,chokepoint27,Mindoro Strait,58,855,83,0,90,996,1086,611624,63534025,402084,0,1374948,64547757,65922715,31
2025-03-01,mona,chokepoint24,Mona Passage,88,105,40,14,79,247,326,2030032,5138353,187936,11215,2526255,7367562,9893836,31
2025-03-01,ombai,chokepoint16,Ombai Strait,43,150,31,4,107,228,335,625310,25984304,114126,10185,1821167,26733949,28555127,31
2025-03-01,oresund,chokepoint10,Oresund Strait,166,224,648,85,418,1123,1541,379506,1091569,1166040,71103,1358818,2708259,4067090,31
2025-03-01,panama,chokepoint2,Panama Canal,240,185,41,70,393,536,929,8802415,8060279,302481,299497,10369880,17464711,27834605,31
2025-03-01,suez,chokepoint1,Suez Canal,269,285,120,25,453,699,1152,5935841,14646892,724383,32674,21798774,21339819,43138611,31
2025-03-01,sunda,chokepoint19,Sunda Strait,104,357,96,30,329,587,916,2404978,21846230,439113,108465,9344362,24798823,34143199,31
2025-03-01,taiwan,chokepoint11,Taiwan Strait,2789,1862,909,197,1602,5757,7359,55879560,86640938,5085157,351111,27284701,147956814,175241530,31
2025-03-01,torres,chokepoint18,Torres Strait,35,174,42,8,66,259,325,767431,4210889,115400,17910,956790,5111655,6068459,31
2025-03-01,tsugaru,chokepoint13,Tsugaru Strait,283,342,197,50,405,872,1277,11251762,12768066,403488,142616,3261844,24565970,27827832,31
2025-03-01,windward,chokepoint23,Windward Passage,233,65,71,60,50,429,479,5325579,2264090,254423,196975,1158786,8041100,9199898,31
2025-03-01,yucatan,chokepoint22,Yucatan Channel,313,257,123,25,777,718,1495,4068904,10107113,655606,50003,23768526,14881662,38650201,31
2025-04-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,195,275,136,25,350,631,981,2543876,14296561,994173,47073,18809334,17881720,36691065,30
2025-04-01,balabac,chokepoint25,Balabac Strait,23,112,39,0,77,174,251,172621,3870104,89845,0,929058,4132588,5061654,30
2025-04-01,bering,chokepoint26,Bering Strait,0,1,1,0,0,2,2,0,10970,0,0,0,10970,10970,30
2025-04-01,bohai,chokepoint17,Bohai Strait,661,2856,580,46,1053,4143,5196,13155355,151568111,2456449,83073,22159888,167263026,189422929,30
2025-04-01,bosporus,chokepoint3,Bosporus Strait,292,568,1150,20,755,2030,2785,2046332,13905020,2624470,14750,15432123,18590606,34022741,30
2025-04-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,576,1213,114,101,512,2004,2516,36435511,90124339,1237616,425602,36969105,128223107,165192230,30
2025-04-01,dover,chokepoint9,Dover Strait,1127,724,1256,325,1882,3432,5314,31582893,28030238,3359986,813701,45722502,63786869,109509388,30
2025-04-01,gibraltar,chokepoint8,Gibraltar Strait,1016,805,688,163,1390,2672,4062,31247246,30660438,2549760,412122,41615060,64869604,106484684,30
2025-04-01,hormuz,chokepoint6,Strait of Hormuz,607,492,144,120,1815,1363,3178,15033403,18058174,809259,259565,82001424,34160442,116161882,30
2025-04-01,kerch,chokepoint28,Kerch Strait,0,25,108,0,75,133,208,0,295315,156123,0,625224,451439,1076672,30
2025-04-01,korea,chokepoint12,Korea Strait,1690,1276,1678,271,1771,4915,6686,30236183,35574716,3823950,389322,24865832,70024217,94890061,30
2025-04-01,lombok,chokepoint15,Lombok Strait,4,783,36,5,232,828,1060,25535,84359907,147915,14592,5102643,84547963,89650619,30
2025-04-01,luzon,chokepoint14,Luzon Strait,227,951,134,64,696,1376,2072,5516632,82057560,951999,194059,46279962,88720289,135000271,30
2025-04-01,magellan,chokepoint21,Magellan Strait,9,67,8,4,33,88,121,148223,2830059,117562,15024,1374770,3110873,4485650,30
2025-04-01,makassar,chokepoint20,Makassar Strait,45,1054,61,2,142,1162,1304,407788,79822409,189458,1926,2822104,80421604,83243719,30
2025-04-01,malacca,chokepoint5,Malacca Strait,1832,2015,503,194,2369,4544,6913,55576524,110534171,2916145,583533,105756626,169610417,275367062,30
2025-04-01,mindoro,chokepoint27,Mindoro Strait,49,784,81,1,86,915,1001,500215,55222885,351146,0,1487970,56074267,57562250,30
2025-04-01,mona,chokepoint24,Mona Passage,98,93,40,31,86,262,348,2469839,4054906,286880,42673,2502303,6854321,9356636,30
2025-04-01,ombai,chokepoint16,Ombai Strait,34,126,22,2,118,184,302,531386,17097884,67306,6045,2517258,17702640,20219907,30
2025-04-01,oresund,chokepoint10,Oresund Strait,162,203,541,93,363,999,1362,334883,952198,942304,73910,758342,2303330,3061686,30
2025-04-01,panama,chokepoint2,Panama Canal,241,159,56,84,363,540,903,9334714,6836671,460472,359257,8922196,16991155,25913368,30
2025-04-01,suez,chokepoint1,Suez Canal,271,265,117,20,429,673,1102,5408896,13410650,639441,34533,19768777,19493554,39262348,30
2025-04-01,sunda,chokepoint19,Sunda Strait,93,358,93,36,294,580,874,2044790,23889829,490798,113985,9744054,26539443,36283510,30
2025-04-01,taiwan,chokepoint11,Taiwan Strait,2840,2050,931,197,1549,6018,7567,57745656,97303244,5076754,426908,24569488,160552599,185122103,30
2025-04-01,torres,chokepoint18,Torres Strait,37,164,39,6,60,246,306,797179,4486224,114405,19960,1010121,5417786,6427921,30
2025-04-01,tsugaru,chokepoint13,Tsugaru Strait,328,375,225,84,353,1012,1365,12865490,13077899,522974,220806,3981628,26687210,30668854,30
2025-04-01,windward,chokepoint23,Windward Passage,251,48,68,66,50,433,483,5586193,1701154,227778,233346,1090937,7748510,8839461,30
2025-04-01,yucatan,chokepoint22,Yucatan Channel,300,220,100,24,744,644,1388,3622503,8397157,674101,79665,22309043,12773464,35082523,30
2025-05-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,207,268,168,29,347,672,1019,2900751,13160491,903681,61734,18914674,17026696,35941385,31
2025-05-01,balabac,chokepoint25,Balabac Strait,19,116,39,1,87,175,262,161119,5338499,126307,0,1136839,5625942,6762794,31
2025-05-01,bering,chokepoint26,Bering Strait,0,1,0,0,1,1,2,0,68876,0,0,5758,68876,74634,31
2025-05-01,bohai,chokepoint17,Bohai Strait,673,2979,646,53,1079,4351,5430,12380530,158774262,2499783,64501,21791825,173719110,195510949,31
2025-05-01,bosporus,chokepoint3,Bosporus Strait,317,547,1232,16,781,2112,2893,2261488,13235695,2833202,13923,15102602,18344349,33446964,31
