period_dt,price_usd,layer,log_price
2023-01-01,20.19478822332,lpg_butane,3.0054245623706417
2023-02-01,18.4153297936,lpg_butane,2.9131834587021825
2023-03-01,16.03312594777,lpg_butane,2.7746569537094325
2023-04-01,14.3660625523,lpg_butane,2.6648686578335803
2023-05-01,13.4302962772,lpg_butane,2.5975130711406553
2023-06-01,12.67923100243,lpg_butane,2.53996530067395
2023-07-01,12.98891009773,lpg_butane,2.5640959239853807
2023-08-01,12.5440734797,lpg_butane,2.529248321347592
2023-09-01,12.21064536834,lpg_butane,2.5023081424457008
2023-10-01,12.61988140399,lpg_butane,2.535273459603776
2023-11-01,12.72340659405,lpg_butane,2.5434433360538504
2023-12-01,14.43954521976,lpg_butane,2.6699706384922646
2024-01-01,14.3441541813,lpg_butane,2.6633424850808134
2024-02-01,13.64499251382,lpg_butane,2.6133726055210893
2024-03-01,13.18562895162,lpg_butane,2.579127520724426
2024-04-01,11.87776966329,lpg_butane,2.474668557529065
2024-05-01,12.16289610182,lpg_butane,2.4983900144490296
2024-06-01,12.13097146549,lpg_butane,2.4957618075883405
2024-07-01,12.49096428544,lpg_butane,2.5250055257562436
2024-08-01,13.31963657776,lpg_butane,2.5892393807880776
2024-09-01,12.96922628408,lpg_butane,2.562579342276028
2024-10-01,12.54097969411,lpg_butane,2.5290016576802477
2024-11-01,12.82273138964,lpg_butane,2.5512194857133195
2024-12-01,12.64061637119,lpg_butane,2.536915151073321
2025-01-01,13.1931057641,lpg_butane,2.5796944025525956
2025-02-01,12.78178132457,lpg_butane,2.5480208230055443
2025-03-01,12.54544874824,lpg_butane,2.529357950261916
2025-04-01,12.68000374149,lpg_butane,2.5400262440792254
2025-05-01,12.32196857296,lpg_butane,2.511383732107062
2025-06-01,12.16699183793,lpg_butane,2.4987266979683977
2025-07-01,11.91403860395,lpg_butane,2.4777174194186378
2025-08-01,11.79324719446,lpg_butane,2.467527096005764
2025-09-01,11.46801761186,lpg_butane,2.439562083759393
2025-10-01,11.10449591157,lpg_butane,2.4073500633912923
2025-11-01,11.15452343511,lpg_butane,2.4118451048840286
2025-12-01,11.32067873296,lpg_butane,2.426631029719633
2026-01-01,11.4878517547,lpg_butane,2.441290107861534
2026-02-01,11.4696,lpg_butane,2.439700056949921
