layer,n_obs,b_log_price,se_log_price,b_DWT,se_DWT,gamma3_DE_x_DWT,se_gamma3
wheat,6130,2.6039520484739835,0.11110066824965605,-0.8813049328131846,0.1710867191648624,2.5120728372841024,0.7875406753675435
ammonia,5844,1.6278467553007427,0.08034337440688813,0.1779210982964985,0.1714157414173473,-2.1300075382437873,0.18308076817788693
urea,5981,2.081838431194467,0.05405553434564187,-0.31601065469944833,0.14875953472770403,-0.2216624163916443,0.09648989272777257
lpg_propane,5211,-1.3583807543332913,0.07351560841261247,2.2080308096710444,0.11430962698821609,2.357562060021415,0.08077217701279737
lpg_butane,5917,3.148320543186487,0.07184751790436707,0.2545430783331821,0.15260673510647368,1.4314496733174717,0.10064856161378376
